Image,Reviews: Rating,List Price: Current,List Price (TL),ASIN,Product Codes: EAN,Brand,Ürün adı,Kategori Ağacı
https://m.media-amazon.com/images/I/71QOG7HDQIL.jpg;https://m.media-amazon.com/images/I/81-14RWemUL.jpg;https://m.media-amazon.com/images/I/61OHVVxrU2L.jpg;https://m.media-amazon.com/images/I/71ciVss9h5L.jpg;https://m.media-amazon.com/images/I/81slDLCjmtL.jpg;https://m.media-amazon.com/images/I/71FEyuIWE4L.jpg,4.1,69.99 -C0A,3849.45,B0FPM96L6G,8720689045186,Philips,"PHILIPS Multigroom Series 7000 Hepsi Bir Arada Yüz, baş ve vücut için 16 parçalı sakal düzeltici ve saç düzeltici, kendiliğinden bilenen metal bıçaklar, 21 uzunluk ayarı (0,5-16 mm), model MG7931/15","Eczane ve Kişisel Bakım › Tıraş ve Epilasyon › Düzelticiler, Saç Kesme Makineleri ve Vücut Tüyü Düzelticiler › Vücut Tüyü Düzelticiler"
https://m.media-amazon.com/images/I/51g798XffuL.jpg;https://m.media-amazon.com/images/I/31gH2aNRMDL.jpg;https://m.media-amazon.com/images/I/518111AwIZL.jpg;https://m.media-amazon.com/images/I/51c-KuVTmdL.jpg;https://m.media-amazon.com/images/I/51OKSprfsoL.jpg;https://m.media-amazon.com/images/I/41wmIH3jqtL.jpg;https://m.media-amazon.com/images/I/41LE78wT21L.jpg,4.4,89.99 -C0A,4949.45,B0BLP34C86,8720689009348,Philips,"Philips Series 7000, Hepsi Bir Arada Saç Kesme Makinesi, 19'u 1 Arada Çoklu Bakım, Tek Cihaz, Yüz, Saç ve Vücut için Üstün Şekillendirme, 11 Uzunluk Ayarı (0,5-16 mm), Model MG7736/25","Eczane ve Kişisel Bakım › Tıraş ve Epilasyon › Düzelticiler, Saç Kesme Makineleri ve Vücut Tüyü Düzelticiler › Vücut Tüyü Düzelticiler"
https://m.media-amazon.com/images/I/41JpT+r+3rL.jpg,,69.00 -C0A,3795.0,B0F66QXQ3L,,MANSPOT,"MANSPOT Samimi Tıraş Makinesi Adam, Manscaped Vücut Tıraş Makinesi Erkekler Su Geçirmez, Tıraş Makinesi Erkekler Mahrem Bölgesi Tip-C Bodygroom Islak Kuru Mahrem Tıraş Makinesi Erkekler Bacaklar için Göğüs Koltuk Altı","Eczane ve Kişisel Bakım › Tıraş ve Tüy Alma › Düzelticiler, Saç Kesme Makineleri ve Vücut Tüyü Düzelticiler › Düzeltici ve Tıraş Tarakları"
https://m.media-amazon.com/images/I/715BItX7fJL.jpg;https://m.media-amazon.com/images/I/519izn09VLL.jpg;https://m.media-amazon.com/images/I/51--0cQYFnL.jpg;https://m.media-amazon.com/images/I/71FlROvFfrL.jpg;https://m.media-amazon.com/images/I/71xNPEfYsNL.jpg;https://m.media-amazon.com/images/I/718y4RvN7AL.jpg;https://m.media-amazon.com/images/I/71DiCZT8QeL.jpg;https://m.media-amazon.com/images/I/71oe+b5p48L.jpg;https://m.media-amazon.com/images/I/71mo5FbztwL.jpg,4.4,67.99 -C0A,3739.45,B0CHZ5WN26,8720689020541,Philips,"PHILIPS OneBlade 360 ​​​​Uygulama bağlantılı Yüz ve Vücut - elektrikli tıraş makinesi, düzeltici ve vücut bakım seti, 2x 360 bıçak, ayarlanabilir düzeltme aparatı, 2x vücut aparatı, yüz ve vücut için (QP4631/30)","Eczane ve Kişisel Bakım › Tıraş ve Epilasyon › Düzelticiler, Saç Kesme Makineleri ve Vücut Tüyü Düzelticiler › Vücut Tüyü Düzelticiler"
https://m.media-amazon.com/images/I/71DoqvcUoKL.jpg;https://m.media-amazon.com/images/I/81ORuTqsj8L.jpg;https://m.media-amazon.com/images/I/81ky63yHgvL.jpg;https://m.media-amazon.com/images/I/71TUxP9rwoL.jpg;https://m.media-amazon.com/images/I/711kDDt7UVL.jpg;https://m.media-amazon.com/images/I/71L74HDqkuL.jpg,4.5,59.99 -C0A,3299.45,B0C815WY3Z,8720689013857,Philips,"PHILIPS OneBlade 360 ​​​​Face - elektrikli tıraş makinesi ve düzeltici, 2x 360 bıçak, ayarlanabilir 5'i 1 arada düzeltme aparatı, ıslak ve kuru tıraş, pille çalışan USB, yüz için (QP2734/30)","Eczane ve Kişisel Bakım › Tıraş ve Epilasyon › Düzelticiler, Saç Kesme Makineleri ve Vücut Tüyü Düzelticiler › Vücut Tüyü Düzelticiler"
https://m.media-amazon.com/images/I/61u0O5ccaQL.jpg;https://m.media-amazon.com/images/I/51x8fvr6oiL.jpg;https://m.media-amazon.com/images/I/51eF9euDrWL.jpg;https://m.media-amazon.com/images/I/61xQodhYsnL.jpg;https://m.media-amazon.com/images/I/61cy9PbX+SL.jpg;https://m.media-amazon.com/images/I/61jFWFmO6HL.jpg,4.4,50.78 -C0A,2792.9,B00BEBA66M,8710103608721,Philips,Philips Qc5580/32 Şarj Edilebilir,"Eczane ve Kişisel Bakım › Tıraş ve Epilasyon › Düzelticiler, Saç Kesme Makineleri ve Vücut Tüyü Düzelticiler › Vücut Tüyü Düzelticiler"
https://m.media-amazon.com/images/I/71RoPgCbhHL.jpg;https://m.media-amazon.com/images/I/71cDoyKeRrL.jpg;https://m.media-amazon.com/images/I/71OVuftH0CL.jpg;https://m.media-amazon.com/images/I/81iuV5fzhRL.jpg;https://m.media-amazon.com/images/I/71IbDgA+B5L.jpg;https://m.media-amazon.com/images/I/71HUAI53BsL.jpg;https://m.media-amazon.com/images/I/715aWghKPpL.jpg,4.3,69.00 -C0A,3795.0,B0BDDV8D2K,,MANSPOT,"MANSPOT Yeşil Seramik Bıçak, MANSPOT Intimrasi Man (Yeşil Bıçak)","Eczane ve Kişisel Bakım › Tıraş ve Epilasyon › Düzelticiler, Saç Kesme Makineleri ve Vücut Tüyü Düzelticiler › Vücut Tüyü Düzelticiler"
https://m.media-amazon.com/images/I/71e5Beh6xHL.jpg;https://m.media-amazon.com/images/I/81eLVLuW0wL.jpg;https://m.media-amazon.com/images/I/612mzZOogWL.jpg;https://m.media-amazon.com/images/I/71n8VqnuUdL.jpg,3.9,54.99 -C0A,3024.45,B0FPM7QN5F,8720689027021,Philips,"Philips Bodygroom Series 5000 - üçlü korumalı tıraş sistemine sahip erkekler için düzeltici, aynı zamanda mahrem bölgede kullanıma yönelik, %100 duşa dayanıklı, 100 dak. çalışma süresi, model BG5470/15","Eczane ve Kişisel Bakım › Tıraş ve Epilasyon › Düzelticiler, Saç Kesme Makineleri ve Vücut Tüyü Düzelticiler › Vücut Tüyü Düzelticiler"
https://m.media-amazon.com/images/I/81IptU6SXcL.jpg;https://m.media-amazon.com/images/I/81tnf1lcECL.jpg;https://m.media-amazon.com/images/I/91S8HwRBmhL.jpg;https://m.media-amazon.com/images/I/81Wm-joGNBL.jpg;https://m.media-amazon.com/images/I/81wofXnKs-L.jpg;https://m.media-amazon.com/images/I/81GzNt0zgAL.jpg;https://m.media-amazon.com/images/I/81KSD2+b1lL.jpg,4.2,59.99 -C0A,3299.45,B0DW9DHTC1,8700216280143,Gillette,"Gillette Vücut ve Mahrem Düzeltici Erkek vücut ve mahrem bölge için i5, ömür boyu keskin bıçaklara sahip erkekler için SkinFirst özel tıraş makinesi, su geçirmez, ıslak ve kuru kullanım için kablosuz","Eczane ve Kişisel Bakım › Tıraş ve Epilasyon › Düzelticiler, Saç Kesme Makineleri ve Vücut Tüyü Düzelticiler › Vücut Tüyü Düzelticiler"
https://m.media-amazon.com/images/I/61yRSZgm-oL.jpg;https://m.media-amazon.com/images/I/71fTmz+UZSL.jpg;https://m.media-amazon.com/images/I/816J2bFak1L.jpg;https://m.media-amazon.com/images/I/81f0w3oLR+L.jpg;https://m.media-amazon.com/images/I/81q5uJlDe9L.jpg;https://m.media-amazon.com/images/I/71cjSfqxapL.jpg;https://m.media-amazon.com/images/I/81XuvdHZhML.jpg;https://m.media-amazon.com/images/I/81eOBVb-hvL.jpg;https://m.media-amazon.com/images/I/31b1IvRivfL.jpg,4.3,59.99 -C0A,3299.45,B0FDGYSNF9,4008146047367,SEVERIN,"SEVERIN MultiGrill XL, yüksek kaliteli seramik kaplama, geniş ızgara yüzeyi, PFAS içermeyen ızgara plakaları, az yağlı ızgara, hamburger, panini, iç mekan elektrikli ızgara, 1800W, siyah, KG 2391","Mutfak, ev ve yaşam › Elektrikli mutfak aletleri › İç mekan ızgaraları ve raclette'ler › Elektrikli masa ızgaraları"
https://m.media-amazon.com/images/I/81vT2ZGjdwL.jpg;https://m.media-amazon.com/images/I/713xz6K7qoL.jpg;https://m.media-amazon.com/images/I/91k1h-7YCFL.jpg;https://m.media-amazon.com/images/I/91JhT0w+iPL.jpg;https://m.media-amazon.com/images/I/81ZhPhZgvtL.jpg;https://m.media-amazon.com/images/I/81unXBvxogL.jpg;https://m.media-amazon.com/images/I/719dqqgGguL.jpg,4.3,149.90 -C0A,8244.5,B0FB7K13MY,4008146046766,SEVERIN,"SEVERIN temaslı ızgara SEVINI FLEX, 3'ü 1 arada çoklu temaslı ızgara, yüksek kaliteli seramik kaplama, XL ızgara yüzeyi, bulaşık makinesinde yıkanabilir ızgara plakaları, hamburger, panini, 2000W, siyah/paslanmaz çelik, KG 2380","Mutfak, ev ve yaşam › Elektrikli mutfak aletleri › İç mekan ızgaraları ve raclette'ler › Elektrikli masa ızgaraları"
https://m.media-amazon.com/images/I/61yHKPasLyL.jpg;https://m.media-amazon.com/images/I/71b-r8Z7iDL.jpg;https://m.media-amazon.com/images/I/91TA24TaeXL.jpg;https://m.media-amazon.com/images/I/81Wk-R-lVZL.jpg;https://m.media-amazon.com/images/I/71QwY0k3MaL.jpg;https://m.media-amazon.com/images/I/817bc-dRpcL.jpg;https://m.media-amazon.com/images/I/71r+CjX32HL.jpg;https://m.media-amazon.com/images/I/81KnbeCZ6WL.jpg,3.8,79.99 -C0A,4399.45,B0D1VQK4HH,4008146043970,SEVERIN,"SEVERIN SEVINI Lite, et, balık ve sebzeler için temaslı ızgara, yağsız ızgara için seramik kaplı sandviç makinesi, 220°C'ye kadar iç mekan ızgarası, 1.800 W, siyah, KG 2398","Mutfak, ev ve yaşam › Elektrikli mutfak aletleri › İç mekan ızgaraları ve raclette'ler › Elektrikli masa ızgaraları"
https://m.media-amazon.com/images/I/610kWu+gfDL.jpg;https://m.media-amazon.com/images/I/71cC6H8xo4L.jpg;https://m.media-amazon.com/images/I/81KN0oM8T-L.jpg;https://m.media-amazon.com/images/I/71Ldyer2f8L.jpg;https://m.media-amazon.com/images/I/81XXipIU58L.jpg;https://m.media-amazon.com/images/I/71rHAn3UcEL.jpg;https://m.media-amazon.com/images/I/81tsDlsQsDL.jpg;https://m.media-amazon.com/images/I/913mYR7XQtL.jpg;https://m.media-amazon.com/images/I/81Texb1CqKL.jpg,3.7,119.49 -C0A,6571.95,B0D66XCJL3,4008146043994,SEVERIN,"SEVERIN SEVINI Et, balık, sebze için konfor, 5 otomatik programlı yağsız ızgara için dijital sandviç makinesi, seramik kaplama, 230 dereceye kadar ısıya kadar iç mekan ızgarası, 1.800 W, siyah, KG 2399","Mutfak, ev ve yaşam › Elektrikli mutfak aletleri › İç mekan ızgaraları ve raclette'ler › Elektrikli masa ızgaraları"
https://m.media-amazon.com/images/I/61zLcSzsuNL.jpg;https://m.media-amazon.com/images/I/51iiA8NJ6xL.jpg;https://m.media-amazon.com/images/I/714Q8n+1FJL.jpg;https://m.media-amazon.com/images/I/81lArJEncyL.jpg;https://m.media-amazon.com/images/I/71xEbHqnijL.jpg;https://m.media-amazon.com/images/I/61wmLTrhiBL.jpg,4.3,54.95 -C0A,3022.25,B071JSSF8T,0711841619053,BAKBLADE,"BaKblade 2.0 Sırt Tıraş Makinesi, erkekler için sırt jilet ve vücut jilet. Pürüzsüz bir sırt için ideal erkek tıraş makinesi. Dahil. 2 tıraş bıçağı","Eczane ve Kişisel Bakım › Tıraş ve Epilasyon › Düzelticiler, Saç Kesme Makineleri ve Vücut Tüyü Düzelticiler › Vücut Tüyü Düzelticiler"
https://m.media-amazon.com/images/I/81eWHVMPWFL.jpg;https://m.media-amazon.com/images/I/81ux0joLarL.jpg;https://m.media-amazon.com/images/I/81AYQKG7z1L.jpg;https://m.media-amazon.com/images/I/81xLMD16eyL.jpg;https://m.media-amazon.com/images/I/71Oyw8LAn6L.jpg;https://m.media-amazon.com/images/I/71J5B9MW72L.jpg,4.4,64.99 -C0A,3574.45,B0DCFYVR1Z,8720689033299,Philips,"PHILIPS OneBlade 360 ​​Yüz ve Vücut - elektrikli tıraş makinesi, düzeltici ve vücut bakım seti, 3x 360 bıçak, 4x düzeltme aparatı (1/2/3/5mm), 2x vücut aparatı, yüz ve vücut için ıslak ve kuru tıraş (QP2834/31)","Eczane ve Kişisel Bakım › Tıraş ve Epilasyon › Düzelticiler, Saç Kesme Makineleri ve Vücut Tüyü Düzelticiler › Vücut Tüyü Düzelticiler"
https://m.media-amazon.com/images/I/81nJjGnVpwL.jpg;https://m.media-amazon.com/images/I/81uz+mPW+IL.jpg;https://m.media-amazon.com/images/I/61J9tHhYPkL.jpg;https://m.media-amazon.com/images/I/71qKIurvNbL.jpg;https://m.media-amazon.com/images/I/81slDLCjmtL.jpg;https://m.media-amazon.com/images/I/71FEyuIWE4L.jpg;https://m.media-amazon.com/images/I/61h57ncHNrL.jpg;https://m.media-amazon.com/images/I/71h+eUztCjL.jpg;https://m.media-amazon.com/images/I/4107QiYGqqL.jpg,4.0,109.99 -C0A,6049.45,B0FJM2CGKJ,8720689045346,Philips,"PHILIPS Multigroom 7000 Erkekler için - Hepsi Bir Arada Yüz, baş ve vücut için 19 parçalı sakal düzeltici ve saç düzeltici, kendiliğinden bilenen bıçaklar, 26 uzunluk ayarı (0,5-20 mm), MG7962/30","Eczane ve Kişisel Bakım › Tıraş ve Epilasyon › Düzelticiler, Saç Kesme Makineleri ve Vücut Tüyü Düzelticiler › Vücut Tüyü Düzelticiler"
https://m.media-amazon.com/images/I/51-F3tSOZ7L.jpg;https://m.media-amazon.com/images/I/51TFgEJOQDL.jpg;https://m.media-amazon.com/images/I/613xxiIQkRL.jpg;https://m.media-amazon.com/images/I/51hsVFwII7L.jpg;https://m.media-amazon.com/images/I/51pK-tbetjL.jpg,4.4,74.99 -C0A,4124.45,B0CG6VGPM4,8720689018418,Philips,Philips,"Eczane ve Kişisel Bakım › Tıraş ve Epilasyon › Düzelticiler, Saç Kesme Makineleri ve Vücut Tüyü Düzelticiler › Vücut Tüyü Düzelticiler"
https://m.media-amazon.com/images/I/71fOy6lh8tL.jpg;https://m.media-amazon.com/images/I/61xICL9xb3L.jpg;https://m.media-amazon.com/images/I/71biU1iYpEL.jpg;https://m.media-amazon.com/images/I/81S7KCQU4jL.jpg;https://m.media-amazon.com/images/I/71b4OsrLNFL.jpg;https://m.media-amazon.com/images/I/71E17anXkQL.jpg;https://m.media-amazon.com/images/I/71Z2sJzPu2L.jpg;https://m.media-amazon.com/images/I/71BI5Z-9q0L.jpg;https://m.media-amazon.com/images/I/71+tvwqTG2L.jpg;https://m.media-amazon.com/images/I/31WrAkM9fVL.jpg;https://m.media-amazon.com/images/I/31b2O2VijKL.jpg;https://m.media-amazon.com/images/I/612-S5ki+jL.jpg,4.7,249.99 -C0A,13749.45,B08DYKC3KS,3168430306097,Tefal,"Tefal OptiGrill Elite XL kontaklı ızgara, 16 program, pişirme seviyesi göstergeli dijital ekran, çıkarılabilir XL plakalar, ızgara güçlendirme işlevi, sezgisel kullanım, elektrikli ızgara, paslanmaz çelik, GC760D12","Mutfak, ev ve yaşam › Elektrikli mutfak aletleri › İç mekan ızgaraları ve raclette'ler › Elektrikli masa ızgaraları"
https://m.media-amazon.com/images/I/71FF88JniaL.jpg;https://m.media-amazon.com/images/I/61qK73Q0kSL.jpg;https://m.media-amazon.com/images/I/61CGvUlejIL.jpg;https://m.media-amazon.com/images/I/71OQYAA2tsL.jpg;https://m.media-amazon.com/images/I/61TsrsU-JZL.jpg;https://m.media-amazon.com/images/I/71lllveAQxL.jpg;https://m.media-amazon.com/images/I/71upreU0YLL.jpg;https://m.media-amazon.com/images/I/7175GUSVaqL.jpg;https://m.media-amazon.com/images/I/71Z4jc4ErWL.jpg;https://m.media-amazon.com/images/I/41+qek8wtBL.jpg;https://m.media-amazon.com/images/I/41PrRffo2jL.jpg;https://m.media-amazon.com/images/I/61oqwiOYAEL.jpg,4.7,284.99 -C0A,15674.45,B0CF28T4SY,3168437251239,Tefal,"Tefal OptiGrill Elite XL kontaklı ızgara, otomatik pişirme süresi ayarı, mükemmel sonuçlar, 16 program, pişirme seviyesi göstergeli dijital ekran, çıkarılabilir XL plakalar, elektrikli ızgara, siyah, GC760812","Mutfak, ev ve yaşam › Elektrikli mutfak aletleri › İç mekan ızgaraları ve raclette'ler › Elektrikli masa ızgaraları"
https://m.media-amazon.com/images/I/81jECHLEJnL.jpg;https://m.media-amazon.com/images/I/81-14RWemUL.jpg;https://m.media-amazon.com/images/I/61CypQWmdoL.jpg;https://m.media-amazon.com/images/I/71ciVss9h5L.jpg;https://m.media-amazon.com/images/I/81slDLCjmtL.jpg;https://m.media-amazon.com/images/I/71FEyuIWE4L.jpg;https://m.media-amazon.com/images/I/61h57ncHNrL.jpg;https://m.media-amazon.com/images/I/71FA1eRcy-L.jpg;https://m.media-amazon.com/images/I/41U6i4t6OTL.jpg,4.0,79.99 -C0A,4399.45,B0FJM3WXX6,8720689045018,Philips,"PHILIPS Multigroom Series 7000 Hepsi Bir Arada Yüz, baş ve vücut için 17 parçalı sakal düzeltici ve saç düzeltici, kendiliğinden bilenen metal bıçaklar, 26 uzunluk ayarı (0,5-20 mm), model MG7961/15","Eczane ve Kişisel Bakım › Tıraş ve Epilasyon › Düzelticiler, Saç Kesme Makineleri ve Vücut Tüyü Düzelticiler › Vücut Tüyü Düzelticiler"
