Image,Title,Sales Rank: Current,Reviews: Rating,Buy Box: Current,Buy Box: Stock,Amazon: Current,Amazon: Stock,New: Current,List Price: Current,Categories: Tree,Website Display Group: Name,ASIN,Product Codes: EAN,Brand,Author,Unnamed: 16,Ürün adı,Kategori Ağacı,Ürün adı success,Kategori Ağacı success
https://m.media-amazon.com/images/I/71QOG7HDQIL.jpg;https://m.media-amazon.com/images/I/81-14RWemUL.jpg;https://m.media-amazon.com/images/I/61OHVVxrU2L.jpg;https://m.media-amazon.com/images/I/71ciVss9h5L.jpg;https://m.media-amazon.com/images/I/81slDLCjmtL.jpg;https://m.media-amazon.com/images/I/71FEyuIWE4L.jpg,"PHILIPS Multigroom Series 7000 All-in-One 16-teiliger Barttrimmer und Haarschneider für Gesicht, Kopf und Körper, selbstschärfende Metallklingen, 21 Längeneinstellungen (0,5-16 mm), Modell MG7931/15",1978.0,4.1,62.99 -C0A,3.0,62.99 -C0A,3.0,62.99 -C0A,69.99 -C0A,"Drogerie & Körperpflege › Rasur & Enthaarung › Trimmer, Scherer & Körperhaartrimmer › Körperhaartrimmer",Drogerie & Körperpflege,B0FPM96L6G,8720689045186,Philips,,,"PHILIPS Multigroom Series 7000 Hepsi Bir Arada Yüz, baş ve vücut için 16 parçalı sakal düzeltici ve saç düzeltici, kendiliğinden bilenen metal bıçaklar, 21 uzunluk ayarı (0,5-16 mm), model MG7931/15","Eczane ve Kişisel Bakım › Tıraş ve Epilasyon › Düzelticiler, Saç Kesme Makineleri ve Vücut Tüyü Düzelticiler › Vücut Tüyü Düzelticiler",True,True
https://m.media-amazon.com/images/I/51g798XffuL.jpg;https://m.media-amazon.com/images/I/31gH2aNRMDL.jpg;https://m.media-amazon.com/images/I/518111AwIZL.jpg;https://m.media-amazon.com/images/I/51c-KuVTmdL.jpg;https://m.media-amazon.com/images/I/51OKSprfsoL.jpg;https://m.media-amazon.com/images/I/41wmIH3jqtL.jpg;https://m.media-amazon.com/images/I/41LE78wT21L.jpg,"Philips Series 7000, All-in-One-Haarschneider, 19-in-1-Multigroom, ein Gerät, ultimatives Styling für Gesicht, Haare und Körper, 11 Längeneinstellungen (0,5–16 mm), Modell MG7736/25",1978.0,4.4,,,,,,89.99 -C0A,"Drogerie & Körperpflege › Rasur & Enthaarung › Trimmer, Scherer & Körperhaartrimmer › Körperhaartrimmer",Drogerie & Körperpflege,B0BLP34C86,8720689009348,Philips,,,"Philips Series 7000, Hepsi Bir Arada Saç Kesme Makinesi, 19'u 1 Arada Çoklu Bakım, Tek Cihaz, Yüz, Saç ve Vücut için Üstün Şekillendirme, 11 Uzunluk Ayarı (0,5-16 mm), Model MG7736/25","Eczane ve Kişisel Bakım › Tıraş ve Epilasyon › Düzelticiler, Saç Kesme Makineleri ve Vücut Tüyü Düzelticiler › Vücut Tüyü Düzelticiler",True,True
https://m.media-amazon.com/images/I/41JpT+r+3rL.jpg,"MANSPOT Intimrasierer Mann, Manscaped Körperrasierer Herren Wasserdicht, Rasierer Herren Intimbereich Typ-C Bodygroom Nass Trocken Intim Rasierer Männer für Beine Brust Achselhöhle",581.0,,,,,,,69.00 -C0A,"Drogerie & Körperpflege › Rasur & Enthaarung › Trimmer, Scherer & Körperhaartrimmer › Trimmer- & Scherkämme",Drogerie & Körperpflege,B0F66QXQ3L,,MANSPOT,,,"MANSPOT Samimi Tıraş Makinesi Adam, Manscaped Vücut Tıraş Makinesi Erkekler Su Geçirmez, Tıraş Makinesi Erkekler Mahrem Bölgesi Tip-C Bodygroom Islak Kuru Mahrem Tıraş Makinesi Erkekler Bacaklar için Göğüs Koltuk Altı","Eczane ve Kişisel Bakım › Tıraş ve Tüy Alma › Düzelticiler, Saç Kesme Makineleri ve Vücut Tüyü Düzelticiler › Düzeltici ve Tıraş Tarakları",True,True
https://m.media-amazon.com/images/I/715BItX7fJL.jpg;https://m.media-amazon.com/images/I/519izn09VLL.jpg;https://m.media-amazon.com/images/I/51--0cQYFnL.jpg;https://m.media-amazon.com/images/I/71FlROvFfrL.jpg;https://m.media-amazon.com/images/I/71xNPEfYsNL.jpg;https://m.media-amazon.com/images/I/718y4RvN7AL.jpg;https://m.media-amazon.com/images/I/71DiCZT8QeL.jpg;https://m.media-amazon.com/images/I/71oe+b5p48L.jpg;https://m.media-amazon.com/images/I/71mo5FbztwL.jpg,"PHILIPS OneBlade 360 Face & Body mit App-Anbindung - elektrischer Rasierer, Trimmer & Bodygroomer, 2x 360 Klingen, verstellbarer Trimmaufsatz, 2x Körperaufsätze, für Gesicht & Körper (QP4631/30)",2233.0,4.4,67.99 -C0A,3.0,67.99 -C0A,3.0,67.99 -C0A,67.99 -C0A,"Drogerie & Körperpflege › Rasur & Enthaarung › Trimmer, Scherer & Körperhaartrimmer › Körperhaartrimmer",Drogerie & Körperpflege,B0CHZ5WN26,8720689020541,Philips,,,"PHILIPS OneBlade 360 ​​​​Uygulama bağlantılı Yüz ve Vücut - elektrikli tıraş makinesi, düzeltici ve vücut bakım seti, 2x 360 bıçak, ayarlanabilir düzeltme aparatı, 2x vücut aparatı, yüz ve vücut için (QP4631/30)","Eczane ve Kişisel Bakım › Tıraş ve Epilasyon › Düzelticiler, Saç Kesme Makineleri ve Vücut Tüyü Düzelticiler › Vücut Tüyü Düzelticiler",True,True
https://m.media-amazon.com/images/I/71DoqvcUoKL.jpg;https://m.media-amazon.com/images/I/81ORuTqsj8L.jpg;https://m.media-amazon.com/images/I/81ky63yHgvL.jpg;https://m.media-amazon.com/images/I/71TUxP9rwoL.jpg;https://m.media-amazon.com/images/I/711kDDt7UVL.jpg;https://m.media-amazon.com/images/I/71L74HDqkuL.jpg,"PHILIPS OneBlade 360 Face - elektrischer Rasierer & Trimmer, 2x 360 Klingen, verstellbarer 5-in-1-Trimmaufsatz, Nass- & Trockenrasur, Akku-USB, fürs Gesicht (QP2734/30)",2313.0,4.5,47.99 -C0A,3.0,47.99 -C0A,3.0,47.99 -C0A,59.99 -C0A,"Drogerie & Körperpflege › Rasur & Enthaarung › Trimmer, Scherer & Körperhaartrimmer › Körperhaartrimmer",Drogerie & Körperpflege,B0C815WY3Z,8720689013857,Philips,,,"PHILIPS OneBlade 360 ​​​​Face - elektrikli tıraş makinesi ve düzeltici, 2x 360 bıçak, ayarlanabilir 5'i 1 arada düzeltme aparatı, ıslak ve kuru tıraş, pille çalışan USB, yüz için (QP2734/30)","Eczane ve Kişisel Bakım › Tıraş ve Epilasyon › Düzelticiler, Saç Kesme Makineleri ve Vücut Tüyü Düzelticiler › Vücut Tüyü Düzelticiler",True,True
https://m.media-amazon.com/images/I/61u0O5ccaQL.jpg;https://m.media-amazon.com/images/I/51x8fvr6oiL.jpg;https://m.media-amazon.com/images/I/51eF9euDrWL.jpg;https://m.media-amazon.com/images/I/61xQodhYsnL.jpg;https://m.media-amazon.com/images/I/61cy9PbX+SL.jpg;https://m.media-amazon.com/images/I/61jFWFmO6HL.jpg,Philips Qc5580/32 Recargable,2417.0,4.4,,,,,,50.78 -C0A,"Drogerie & Körperpflege › Rasur & Enthaarung › Trimmer, Scherer & Körperhaartrimmer › Körperhaartrimmer",Drogerie & Körperpflege,B00BEBA66M,8710103608721,Philips,,,Philips Qc5580/32 Şarj Edilebilir,"Eczane ve Kişisel Bakım › Tıraş ve Epilasyon › Düzelticiler, Saç Kesme Makineleri ve Vücut Tüyü Düzelticiler › Vücut Tüyü Düzelticiler",True,True
https://m.media-amazon.com/images/I/71RoPgCbhHL.jpg;https://m.media-amazon.com/images/I/71cDoyKeRrL.jpg;https://m.media-amazon.com/images/I/71OVuftH0CL.jpg;https://m.media-amazon.com/images/I/81iuV5fzhRL.jpg;https://m.media-amazon.com/images/I/71IbDgA+B5L.jpg;https://m.media-amazon.com/images/I/71HUAI53BsL.jpg;https://m.media-amazon.com/images/I/715aWghKPpL.jpg,"MANSPOT Green Ceramic Blade, MANSPOT Intimrasi Mann (Grüne Klinge)",581.0,4.3,,,,,,69.00 -C0A,"Drogerie & Körperpflege › Rasur & Enthaarung › Trimmer, Scherer & Körperhaartrimmer › Körperhaartrimmer",Drogerie & Körperpflege,B0BDDV8D2K,,MANSPOT,,,"MANSPOT Yeşil Seramik Bıçak, MANSPOT Intimrasi Man (Yeşil Bıçak)","Eczane ve Kişisel Bakım › Tıraş ve Epilasyon › Düzelticiler, Saç Kesme Makineleri ve Vücut Tüyü Düzelticiler › Vücut Tüyü Düzelticiler",True,True
https://m.media-amazon.com/images/I/71e5Beh6xHL.jpg;https://m.media-amazon.com/images/I/81eLVLuW0wL.jpg;https://m.media-amazon.com/images/I/612mzZOogWL.jpg;https://m.media-amazon.com/images/I/71n8VqnuUdL.jpg,"Philips Bodygroom Series 5000 – Trimmer für Männer mit Rasiersystem mit Dreifachschutz, auch zur Nutzung im Intimbereich, 100% duschfest, 100 Min. Laufzeit, Modell BG5470/15",2425.0,3.9,54.99 -C0A,3.0,54.99 -C0A,3.0,54.99 -C0A,54.99 -C0A,"Drogerie & Körperpflege › Rasur & Enthaarung › Trimmer, Scherer & Körperhaartrimmer › Körperhaartrimmer",Drogerie & Körperpflege,B0FPM7QN5F,8720689027021,Philips,,,"Philips Bodygroom Series 5000 - üçlü korumalı tıraş sistemine sahip erkekler için düzeltici, aynı zamanda mahrem bölgede kullanıma yönelik, %100 duşa dayanıklı, 100 dak. çalışma süresi, model BG5470/15","Eczane ve Kişisel Bakım › Tıraş ve Epilasyon › Düzelticiler, Saç Kesme Makineleri ve Vücut Tüyü Düzelticiler › Vücut Tüyü Düzelticiler",True,True
https://m.media-amazon.com/images/I/81IptU6SXcL.jpg;https://m.media-amazon.com/images/I/81tnf1lcECL.jpg;https://m.media-amazon.com/images/I/91S8HwRBmhL.jpg;https://m.media-amazon.com/images/I/81Wm-joGNBL.jpg;https://m.media-amazon.com/images/I/81wofXnKs-L.jpg;https://m.media-amazon.com/images/I/81GzNt0zgAL.jpg;https://m.media-amazon.com/images/I/81KSD2+b1lL.jpg,"Gillette Body und Intimate Trimmer Herren i5 für Körper und Intimbereich, SkinFirst Intimrasierer Mann mit Lebenslang Scharfen Klingen, Wasserdicht, Kabellos für Nass und Trockenanwendung",2430.0,4.2,54.09 -C0A,30.0,59.99 -C0A,3.0,54.09 -C0A,59.99 -C0A,"Drogerie & Körperpflege › Rasur & Enthaarung › Trimmer, Scherer & Körperhaartrimmer › Körperhaartrimmer",Drogerie & Körperpflege,B0DW9DHTC1,8700216280143,Gillette,,,"Gillette Vücut ve Mahrem Düzeltici Erkek vücut ve mahrem bölge için i5, ömür boyu keskin bıçaklara sahip erkekler için SkinFirst özel tıraş makinesi, su geçirmez, ıslak ve kuru kullanım için kablosuz","Eczane ve Kişisel Bakım › Tıraş ve Epilasyon › Düzelticiler, Saç Kesme Makineleri ve Vücut Tüyü Düzelticiler › Vücut Tüyü Düzelticiler",True,True
https://m.media-amazon.com/images/I/61yRSZgm-oL.jpg;https://m.media-amazon.com/images/I/71fTmz+UZSL.jpg;https://m.media-amazon.com/images/I/816J2bFak1L.jpg;https://m.media-amazon.com/images/I/81f0w3oLR+L.jpg;https://m.media-amazon.com/images/I/81q5uJlDe9L.jpg;https://m.media-amazon.com/images/I/71cjSfqxapL.jpg;https://m.media-amazon.com/images/I/81XuvdHZhML.jpg;https://m.media-amazon.com/images/I/81eOBVb-hvL.jpg;https://m.media-amazon.com/images/I/31b1IvRivfL.jpg,"SEVERIN MultiGrill XL, hochwertige Keramikbeschichtung, große Grillfläche, PFAS-freie Grillplatten, fettarmes Grillen, Burger, Panini, Elektrogrill Indoor, 1800W, schwarz, KG 2391",2445.0,4.3,44.94 -C0A,5.0,44.94 -C0A,5.0,44.94 -C0A,59.99 -C0A,"Küche, Haushalt & Wohnen › Elektrische Küchengeräte › Innengrills & Raclettes › Elektrische Tischgrills",Küche & Haushalt,B0FDGYSNF9,4008146047367,SEVERIN,,,"SEVERIN MultiGrill XL, yüksek kaliteli seramik kaplama, geniş ızgara yüzeyi, PFAS içermeyen ızgara plakaları, az yağlı ızgara, hamburger, panini, iç mekan elektrikli ızgara, 1800W, siyah, KG 2391","Mutfak, ev ve yaşam › Elektrikli mutfak aletleri › İç mekan ızgaraları ve raclette'ler › Elektrikli masa ızgaraları",True,True
https://m.media-amazon.com/images/I/81vT2ZGjdwL.jpg;https://m.media-amazon.com/images/I/713xz6K7qoL.jpg;https://m.media-amazon.com/images/I/91k1h-7YCFL.jpg;https://m.media-amazon.com/images/I/91JhT0w+iPL.jpg;https://m.media-amazon.com/images/I/81ZhPhZgvtL.jpg;https://m.media-amazon.com/images/I/81unXBvxogL.jpg;https://m.media-amazon.com/images/I/719dqqgGguL.jpg,"SEVERIN Kontaktgrill SEVINI FLEX, 3-in-1 Multikontaktgrill, hochwertige Keramikbeschichtung, XL-Grillfläche, spülmaschinengeeignete Grillplatten, Burger, Panini, 2000W, schwarz/Edelstahl, KG 2380",2445.0,4.3,93.84 -C0A,3.0,93.84 -C0A,3.0,93.84 -C0A,149.90 -C0A,"Küche, Haushalt & Wohnen › Elektrische Küchengeräte › Innengrills & Raclettes › Elektrische Tischgrills",Küche & Haushalt,B0FB7K13MY,4008146046766,SEVERIN,,,"SEVERIN temaslı ızgara SEVINI FLEX, 3'ü 1 arada çoklu temaslı ızgara, yüksek kaliteli seramik kaplama, XL ızgara yüzeyi, bulaşık makinesinde yıkanabilir ızgara plakaları, hamburger, panini, 2000W, siyah/paslanmaz çelik, KG 2380","Mutfak, ev ve yaşam › Elektrikli mutfak aletleri › İç mekan ızgaraları ve raclette'ler › Elektrikli masa ızgaraları",True,True
