Image,Title,Buy Box: Current,TL fiyat,Categories: Tree,ASIN,Product Codes: EAN,Brand,Title (TR),Categories: Tree (TR),Title (TR) success,Categories: Tree (TR) success
https://m.media-amazon.com/images/I/41yaF5tzT4L.jpg;https://m.media-amazon.com/images/I/51CaDRtSMuL.jpg;https://m.media-amazon.com/images/I/51lUrljkKqL.jpg;https://m.media-amazon.com/images/I/61wuooBZgVL.jpg;https://m.media-amazon.com/images/I/51GN4aGw5eL.jpg;https://m.media-amazon.com/images/I/51hlYG3QaHL.jpg,"SanDisk Extreme PRO SDXC UHS-II Speicherkarte V60 1 TB (280 MB/s, 6K, 4K UHD, U3, C10, Rescue PRO Deluxe)",385.99,21229.45,Computer & Zubehör › Datenspeicher › Externe Datenspeicher › Speicherkarten › SecureDigital-Cards,B0BXZ6DXFL,619659202163,SanDisk,"SanDisk Extreme PRO SDXC UHS-II Bellek Kartı V60 1 TB (280 MB/s, 6K, 4K UHD, U3, C10, Rescue PRO Deluxe)",Bilgisayarlar ve Aksesuarlar › Veri Depolama › Harici Veri Depolama › Hafıza Kartları › Dijital Kartlar,True,True
https://m.media-amazon.com/images/I/31x9CBtem6L.jpg;https://m.media-amazon.com/images/I/51Ppi6+ySYL.jpg;https://m.media-amazon.com/images/I/51il7u-D-kL.jpg;https://m.media-amazon.com/images/I/51w-HaQQ24L.jpg;https://m.media-amazon.com/images/I/51LW6+2VnhL.jpg;https://m.media-amazon.com/images/I/41sUCPXZauL.jpg,"SANDISK Ultra Dual Drive Go 1 TB USB Type-C & Type-A (Android Smartphone Speicher, USB Type-C & Type-A-Anschluss, 400 MB/s Lesen, Nutzung als Schlüsselanhänger möglich) Absinth Grün",177.12,9741.6,Computer & Zubehör › Datenspeicher › Externe Datenspeicher › USB-Sticks,B0DFYHLQ1B,619659213367,SanDisk,"SANDISK Ultra Dual Drive Go 1 TB USB Type-C ve Type-A (Android akıllı telefon belleği, USB Type-C ve Type-A bağlantı noktası, 400 MB/s okuma, anahtarlık olarak kullanılabilir) Absinthe Green",Bilgisayarlar ve Aksesuarlar › Veri depolama › Harici veri depolama › USB Diskler,True,True
https://m.media-amazon.com/images/I/31lWWaMJiKS.jpg;https://m.media-amazon.com/images/I/41gUXDpFvRL.jpg;https://m.media-amazon.com/images/I/415JU7PQxuL.jpg;https://m.media-amazon.com/images/I/413zflBUeoL.jpg;https://m.media-amazon.com/images/I/51Ni6g7usTL.jpg;https://m.media-amazon.com/images/I/41ePpVR29GL.jpg,"SanDisk Ultra Dual Drive Go USB Type-C 1 TB (Android Smartphone Speicher, USB Type-C-Anschluss, 400 MB/s Lesegeschwindigkeit, Nutzung als Schlüsselanhänger möglich)",114.99,6324.45,Computer & Zubehör › Datenspeicher › Externe Datenspeicher › USB-Sticks,B08764YRQW,619659198848,SanDisk,"SanDisk Ultra Dual Drive Go USB Type-C 1 TB (Android akıllı telefon belleği, USB Type-C bağlantı noktası, 400 MB/s okuma hızı, anahtarlık olarak kullanılabilir)",Bilgisayarlar ve Aksesuarlar › Veri depolama › Harici veri depolama › USB Diskler,True,True
https://m.media-amazon.com/images/I/21YNvpYqxOL.jpg;https://m.media-amazon.com/images/I/31vW3gHew2L.jpg;https://m.media-amazon.com/images/I/41zRZQEou+L.jpg;https://m.media-amazon.com/images/I/517uoJYySbL.jpg;https://m.media-amazon.com/images/I/51HZdh0SzgL.jpg;https://m.media-amazon.com/images/I/5184OvB3PmL.jpg;https://m.media-amazon.com/images/I/31iNLU-Z-rL.jpg,"SANDISK Ultra Dual Drive Go 1 TB USB Type-C & Type-A (Android Smartphone Speicher, USB Type-C & Type-A-Anschluss, 400 MB/s Lesen, Nutzung als Schlüsselanhänger möglich) Navagio Bay",166.99,9184.45,Computer & Zubehör › Datenspeicher › Externe Datenspeicher › Externe Festplatten,B0DFYGDF2M,619659213428,SanDisk,"SANDISK Ultra Dual Drive Go 1 TB USB Type-C ve Type-A (Android akıllı telefon depolama alanı, USB Type-C ve Type-A bağlantı noktası, 400 MB/s okuma, anahtarlık olarak kullanılabilir) Navagio Bay",Bilgisayarlar ve Aksesuarlar › Veri Depolama › Harici Veri Depolama › Harici Sabit Sürücüler,True,True
https://m.media-amazon.com/images/I/31WPeinOoOL.jpg,"SANDISK Ultra Dual Drive Luxe 2 TB (USB Type-C & Type-A-Laufwerk, Smartphone Speicher, Mobiler Speicher, USB 3.2 Gen 1, drehbares Design, 400 MB/s Lesen, SANDISK App) Silber",392.99,21614.45,Computer & Zubehör › Datenspeicher › Externe Datenspeicher › Externe Festplatten,B0GF8PQ124,619659219635,SanDisk,"SANDISK Ultra Dual Drive Luxe 2 TB (USB Type-C ve Type-A Sürücü, Akıllı Telefon Depolama, Mobil Depolama, USB 3.2 Gen 1, Dönen Tasarım, 400 MB/s Okuma, SANDISK Uygulaması) Gümüş",Bilgisayarlar ve Aksesuarlar › Veri Depolama › Harici Veri Depolama › Harici Sabit Sürücüler,True,True
https://m.media-amazon.com/images/I/314anBoFM6L.jpg;https://m.media-amazon.com/images/I/41f9Ts4VsML.jpg;https://m.media-amazon.com/images/I/51Ppi6+ySYL.jpg;https://m.media-amazon.com/images/I/51Q7fl+7KqL.jpg;https://m.media-amazon.com/images/I/51qE1w6CyqL.jpg;https://m.media-amazon.com/images/I/51me6RVx2oL.jpg;https://m.media-amazon.com/images/I/41FHsq7i6xL.jpg,"SANDISK Ultra Dual Drive Go 1 TB USB Type-C & Type-A (Android Smartphone Speicher, USB Type-C & Type-A-Anschluss, 400 MB/s Lesen, Nutzung als Schlüsselanhänger möglich) Lavendel",182.08,10014.4,Computer & Zubehör › Datenspeicher › Externe Datenspeicher › USB-Sticks,B0DFYH2LKB,619659213336,SanDisk,"SANDISK Ultra Dual Drive Go 1 TB USB Type-C ve Type-A (Android akıllı telefon depolama alanı, USB Type-C ve Type-A bağlantı noktası, 400 MB/s okuma, anahtarlık olarak kullanılabilir) Lavanta",Bilgisayarlar ve Aksesuarlar › Veri depolama › Harici veri depolama › USB Diskler,True,True
https://m.media-amazon.com/images/I/41xmZxQiEPL.jpg;https://m.media-amazon.com/images/I/41q5B-XF5-L.jpg;https://m.media-amazon.com/images/I/41mVHboNlEL.jpg;https://m.media-amazon.com/images/I/31mvJxFtXFL.jpg;https://m.media-amazon.com/images/I/51KIzpn-dWL.jpg;https://m.media-amazon.com/images/I/41g6nNBoYCL.jpg;https://m.media-amazon.com/images/I/4187UEZdTsL.jpg,"Toshiba 4TB Canvio Gaming Portable Externe Festplatte, USB 3.2 Gen 1, für PlayStation und Xbox, Schwarz (HDTX240EK3CA)",126.68,6967.4,Computer & Zubehör › Datenspeicher › Externe Datenspeicher › Externe Festplatten,B0F1NLJBDF,4260557513316,TOSHIBA,"Toshiba 4 TB Canvio Gaming Taşınabilir Harici Sabit Sürücü USB 3.2 Gen 1, PlayStation ve Xbox Black için (HDTX240EK3CA)",Bilgisayarlar ve Aksesuarlar › Veri Depolama › Harici Veri Depolama › Harici Sabit Sürücüler,True,True
https://m.media-amazon.com/images/I/31+ePvkkXlL.jpg;https://m.media-amazon.com/images/I/41+4AgJETJL.jpg;https://m.media-amazon.com/images/I/51XzWxSOgNL.jpg;https://m.media-amazon.com/images/I/41fz-S3S+1L.jpg;https://m.media-amazon.com/images/I/41jwqEWNEuL.jpg;https://m.media-amazon.com/images/I/41bMXRr0-uL.jpg;https://m.media-amazon.com/images/I/31cEyeS1j+L.jpg,Toshiba Canvio Ready 2.5 2 TB black USB 3.2 Gen1 2.000 GB 3.0,107.59,5917.45,Computer & Zubehör › Datenspeicher › Externe Datenspeicher › Externe Festplatten,B08L72CVN3,4260557511398,TOSHIBA,Toshiba Canvio Ready 2.5 2 TB siyah USB 3.2 Gen1 2.000 GB 3.0,Bilgisayarlar ve Aksesuarlar › Veri Depolama › Harici Veri Depolama › Harici Sabit Sürücüler,True,True
https://m.media-amazon.com/images/I/41soxh9cCNL.jpg;https://m.media-amazon.com/images/I/51dSVa9sICL.jpg;https://m.media-amazon.com/images/I/51k6RAsdeoL.jpg;https://m.media-amazon.com/images/I/51JKcnzVLVL.jpg;https://m.media-amazon.com/images/I/51L50UHqw8L.jpg;https://m.media-amazon.com/images/I/41Tzz-SuDuL.jpg,TOSHIBA Canvio Flex 4TB HDD 5000MB/s Canvio Flex USB 3.2 Gen1 Plata Compacto,146.99,8084.45,Computer & Zubehör › Datenspeicher › Externe Datenspeicher › Externe Festplatten,B0DWSHTJTH,4260557513286,TOSHIBA,TOSHIBA Canvio Flex 4 TB HDD 5000 MB/sn Canvio Flex USB 3.2 Gen1 Plata Compacto,Bilgisayarlar ve Aksesuarlar › Veri Depolama › Harici Veri Depolama › Harici Sabit Sürücüler,True,True
https://m.media-amazon.com/images/I/41aQRnvesHL.jpg;https://m.media-amazon.com/images/I/41CbL2BhAcL.jpg;https://m.media-amazon.com/images/I/41v6QNxsVXL.jpg;https://m.media-amazon.com/images/I/31VfgQpZX9L.jpg;https://m.media-amazon.com/images/I/51htEUxJDuL.jpg;https://m.media-amazon.com/images/I/51-IsGyGqML.jpg;https://m.media-amazon.com/images/I/41HGSGRKKoL.jpg;https://m.media-amazon.com/images/I/510ARFXKzuL.jpg;https://m.media-amazon.com/images/I/31JKaNaSPBL.jpg,"Samsung EVO Select (2024) microSD-Karte + SD-Adapter, 1 TB, UHS-I U3, 4K UHD, Full HD, 160 MB/s Lesen, Speicherkarte für Smartphones, Tablets und Laptops, MB-ME1T0SA/EU",129.99,7149.45,Bilgisayarlar ve Aksesuarlar › Veri Depolama › Harici Veri Depolama › Hafıza Kartları › Micro SD,B0CVGYNC97,8806095385938,Samsung,"Samsung EVO Select (2024) microSD kart + SD adaptörü, 1 TB, UHS-I U3, 4K UHD, Full HD, 160 MB/s okuma, akıllı telefonlar, tabletler ve dizüstü bilgisayarlar için hafıza kartı, MB-ME1T0SA/EU",Bilgisayarlar ve Aksesuarlar › Veri Depolama › Harici Veri Depolama › Hafıza Kartları › Micro SD,True,True
https://m.media-amazon.com/images/I/41exEllJw5L.jpg;https://m.media-amazon.com/images/I/41qGF+tHTOL.jpg;https://m.media-amazon.com/images/I/41ow0rM8XaL.jpg;https://m.media-amazon.com/images/I/41k2HGXrxIL.jpg;https://m.media-amazon.com/images/I/41PMAEQydxL.jpg;https://m.media-amazon.com/images/I/51qwHz2ZGfL.jpg;https://m.media-amazon.com/images/I/412bcnAQx3L.jpg,"Samsung PRO Plus (2023) microSD-Karte + SD-Adapter, 1 TB, UHS-I U3, Full HD & 4K UHD, 180 MB/s Lesen, 130 MB/s Schreiben, Speicherkarte für Smartphone, Action-Cam, Handheld-Konsole, MB-MD1T0SA/EU",121.73,6695.15,Bilgisayarlar ve Aksesuarlar › Veri Depolama › Harici Veri Depolama › Hafıza Kartları › Micro SD,B0D946F49T,8806095388380,Samsung,"Samsung PRO Plus (2023) microSD Kart + SD Adaptörü, 1 TB, UHS-I U3, Full HD ve 4K UHD, 180 MB/s Okuma, 130 MB/s Yazma, Akıllı Telefon için Hafıza Kartı, Action Cam, El Konsolu, MB-MD1T0SA/EU",Bilgisayarlar ve Aksesuarlar › Veri Depolama › Harici Veri Depolama › Hafıza Kartları › Micro SD,True,True
https://m.media-amazon.com/images/I/21g0z4yF+FL.jpg;https://m.media-amazon.com/images/I/21CzriVAW9L.jpg;https://m.media-amazon.com/images/I/215mKFqIeUL.jpg;https://m.media-amazon.com/images/I/21mCE0O78uL.jpg;https://m.media-amazon.com/images/I/31ZsKEHcV0L.jpg;https://m.media-amazon.com/images/I/41hR-gC74xL.jpg,"WD Elements AE 4 TB Tragbare Externe Festplatte, SuperSpeed USB 3.2 Gen 1/USB 3.0, Plug-and-Play-Erweiterung, Formatiert für Windows, Schwarz",123.64,6800.2,Computer & Zubehör › Datenspeicher › Externe Datenspeicher › Externe Festplatten,B0FLY53XT3,718037908892,WD,"WD Elements AE 4 TB Taşınabilir Harici Sabit Sürücü, SuperSpeed ​​USB 3.2 Gen 1/USB 3.0, Tak ve Çalıştır Genişletme, Windows için Formatlanmış, Siyah",Bilgisayarlar ve Aksesuarlar › Veri Depolama › Harici Veri Depolama › Harici Sabit Sürücüler,True,True
https://m.media-amazon.com/images/I/21g0z4yF+FL.jpg;https://m.media-amazon.com/images/I/21CzriVAW9L.jpg;https://m.media-amazon.com/images/I/215mKFqIeUL.jpg;https://m.media-amazon.com/images/I/21mCE0O78uL.jpg;https://m.media-amazon.com/images/I/318ltM6HvIL.jpg;https://m.media-amazon.com/images/I/41hR-gC74xL.jpg,"WD Elements AE 6 TB Tragbare Externe Festplatte, SuperSpeed USB 3.2 Gen 1/USB 3.0, Plug-and-Play-Erweiterung, Formatiert für Windows, Schwarz",175.99,9679.45,Computer & Zubehör › Datenspeicher › Externe Datenspeicher › Externe Festplatten,B0FLY2HY4R,718037908939,WD,"WD Elements AE 6 TB Taşınabilir Harici Sabit Sürücü, SuperSpeed ​​USB 3.2 Gen 1/USB 3.0, Tak ve Çalıştır Genişletme, Windows için Formatlanmış, Siyah",Bilgisayarlar ve Aksesuarlar › Veri Depolama › Harici Veri Depolama › Harici Sabit Sürücüler,True,True
https://m.media-amazon.com/images/I/21g0z4yF+FL.jpg;https://m.media-amazon.com/images/I/21CzriVAW9L.jpg;https://m.media-amazon.com/images/I/215mKFqIeUL.jpg;https://m.media-amazon.com/images/I/21mCE0O78uL.jpg;https://m.media-amazon.com/images/I/31cBlxU+iZL.jpg;https://m.media-amazon.com/images/I/41hR-gC74xL.jpg,"WD Elements AE 5 TB Tragbare Externe Festplatte, SuperSpeed USB 3.2 Gen 1/USB 3.0, Plug-and-Play-Erweiterung, Formatiert für Windows, Schwarz",131.99,7259.45,Computer & Zubehör › Datenspeicher › Externe Datenspeicher › Externe Festplatten,B0FLY4LFB7,718037908915,WD,"WD Elements AE 5 TB Taşınabilir Harici Sabit Sürücü, SuperSpeed ​​USB 3.2 Gen 1/USB 3.0, Tak ve Çalıştır Genişletme, Windows için Formatlanmış, Siyah",Bilgisayarlar ve Aksesuarlar › Veri Depolama › Harici Veri Depolama › Harici Sabit Sürücüler,True,True
https://m.media-amazon.com/images/I/21QBlUjBVxL.jpg;https://m.media-amazon.com/images/I/41Sejd6sWgL.jpg;https://m.media-amazon.com/images/I/51tJudnVmZL.jpg;https://m.media-amazon.com/images/I/41lo8n08NbL.jpg;https://m.media-amazon.com/images/I/412LVevVLtL.jpg;https://m.media-amazon.com/images/I/41mlKlcKitL.jpg;https://m.media-amazon.com/images/I/51Vj6cWWR4L.jpg,"WD Elements Portable externe Festplatte 6 TB (mobiler Speicher, USB 3.0-Schnittstelle, Plug-and-Play, für Windows formatiert) Schwarz",149.99,8249.45,Computer & Zubehör › Datenspeicher › Externe Datenspeicher › Externe Festplatten,B0D3GW9R4G,718037904313,WD,"WD Elements Taşınabilir Harici Sabit Sürücü 6TB (Mobil Depolama, USB 3.0 Arayüzü, Tak ve Çalıştır, Windows için Formatlanmış) Siyah",Bilgisayarlar ve Aksesuarlar › Veri Depolama › Harici Veri Depolama › Harici Sabit Sürücüler,True,True
https://m.media-amazon.com/images/I/31rTBNIhVSL.jpg;https://m.media-amazon.com/images/I/41NuyjpPksL.jpg;https://m.media-amazon.com/images/I/518DNB9q21L.jpg;https://m.media-amazon.com/images/I/51AzDQ6ZR5L.jpg;https://m.media-amazon.com/images/I/51wdodyAYsL.jpg;https://m.media-amazon.com/images/I/51YfNTrJ6CL.jpg;https://m.media-amazon.com/images/I/41jjAkvR5lL.jpg,"SANDISK Ultra Flair USB 3.0 Flash-Laufwerk 1 TB (Robustes und Elegantes Metallgehäuse, Passwortschutz, 150 MB/s Lesen, USB-A) Schwarz",113.95,6267.25,Computer & Zubehör › Datenspeicher › Externe Datenspeicher › USB-Sticks,B0FCFQMWW4,619659217679,SanDisk,"SANDISK Ultra Flair USB 3.0 Flash Sürücü 1 TB (Sağlam ve Zarif Metal Muhafaza, Parola Koruması, 150 MB/s Okuma, USB-A) Siyah",Bilgisayarlar ve Aksesuarlar › Veri depolama › Harici veri depolama › USB Diskler,True,True
