Image,Title,Buy Box: Current,Categories: Tree,ASIN,Product Codes: EAN,Brand
https://m.media-amazon.com/images/I/41xmZxQiEPL.jpg;https://m.media-amazon.com/images/I/41q5B-XF5-L.jpg;https://m.media-amazon.com/images/I/41mVHboNlEL.jpg;https://m.media-amazon.com/images/I/31mvJxFtXFL.jpg;https://m.media-amazon.com/images/I/51KIzpn-dWL.jpg;https://m.media-amazon.com/images/I/41g6nNBoYCL.jpg;https://m.media-amazon.com/images/I/4187UEZdTsL.jpg,"Toshiba 4TB Canvio Gaming Portable Externe Festplatte, USB 3.2 Gen 1, für PlayStation und Xbox, Schwarz (HDTX240EK3CA)",126.68,Computer & Zubehör › Datenspeicher › Externe Datenspeicher › Externe Festplatten,B0F1NLJBDF,4260557513316,TOSHIBA
https://m.media-amazon.com/images/I/31+ePvkkXlL.jpg;https://m.media-amazon.com/images/I/41+4AgJETJL.jpg;https://m.media-amazon.com/images/I/51XzWxSOgNL.jpg;https://m.media-amazon.com/images/I/41fz-S3S+1L.jpg;https://m.media-amazon.com/images/I/41jwqEWNEuL.jpg;https://m.media-amazon.com/images/I/41bMXRr0-uL.jpg;https://m.media-amazon.com/images/I/31cEyeS1j+L.jpg,Toshiba Canvio Ready 2.5 2 TB black USB 3.2 Gen1 2.000 GB 3.0,107.59,Computer & Zubehör › Datenspeicher › Externe Datenspeicher › Externe Festplatten,B08L72CVN3,4260557511398,TOSHIBA
https://m.media-amazon.com/images/I/41soxh9cCNL.jpg;https://m.media-amazon.com/images/I/51dSVa9sICL.jpg;https://m.media-amazon.com/images/I/51k6RAsdeoL.jpg;https://m.media-amazon.com/images/I/51JKcnzVLVL.jpg;https://m.media-amazon.com/images/I/51L50UHqw8L.jpg;https://m.media-amazon.com/images/I/41Tzz-SuDuL.jpg,TOSHIBA Canvio Flex 4TB HDD 5000MB/s Canvio Flex USB 3.2 Gen1 Plata Compacto,146.99,Computer & Zubehör › Datenspeicher › Externe Datenspeicher › Externe Festplatten,B0DWSHTJTH,4260557513286,TOSHIBA
https://m.media-amazon.com/images/I/41aQRnvesHL.jpg;https://m.media-amazon.com/images/I/41CbL2BhAcL.jpg;https://m.media-amazon.com/images/I/41v6QNxsVXL.jpg;https://m.media-amazon.com/images/I/31VfgQpZX9L.jpg;https://m.media-amazon.com/images/I/51htEUxJDuL.jpg;https://m.media-amazon.com/images/I/51-IsGyGqML.jpg;https://m.media-amazon.com/images/I/41HGSGRKKoL.jpg;https://m.media-amazon.com/images/I/510ARFXKzuL.jpg;https://m.media-amazon.com/images/I/31JKaNaSPBL.jpg,"Samsung EVO Select (2024) microSD-Karte + SD-Adapter, 1 TB, UHS-I U3, 4K UHD, Full HD, 160 MB/s Lesen, Speicherkarte für Smartphones, Tablets und Laptops, MB-ME1T0SA/EU",129.99,Computer & Zubehör › Datenspeicher › Externe Datenspeicher › Speicherkarten › Micro SD,B0CVGYNC97,8806095385938,Samsung
https://m.media-amazon.com/images/I/41exEllJw5L.jpg;https://m.media-amazon.com/images/I/41qGF+tHTOL.jpg;https://m.media-amazon.com/images/I/41ow0rM8XaL.jpg;https://m.media-amazon.com/images/I/41k2HGXrxIL.jpg;https://m.media-amazon.com/images/I/41PMAEQydxL.jpg;https://m.media-amazon.com/images/I/51qwHz2ZGfL.jpg;https://m.media-amazon.com/images/I/412bcnAQx3L.jpg,"Samsung PRO Plus (2023) microSD-Karte + SD-Adapter, 1 TB, UHS-I U3, Full HD & 4K UHD, 180 MB/s Lesen, 130 MB/s Schreiben, Speicherkarte für Smartphone, Action-Cam, Handheld-Konsole, MB-MD1T0SA/EU",121.73,Computer & Zubehör › Datenspeicher › Externe Datenspeicher › Speicherkarten › Micro SD,B0D946F49T,8806095388380,Samsung
https://m.media-amazon.com/images/I/21g0z4yF+FL.jpg;https://m.media-amazon.com/images/I/21CzriVAW9L.jpg;https://m.media-amazon.com/images/I/215mKFqIeUL.jpg;https://m.media-amazon.com/images/I/21mCE0O78uL.jpg;https://m.media-amazon.com/images/I/31ZsKEHcV0L.jpg;https://m.media-amazon.com/images/I/41hR-gC74xL.jpg,"WD Elements AE 4 TB Tragbare Externe Festplatte, SuperSpeed USB 3.2 Gen 1/USB 3.0, Plug-and-Play-Erweiterung, Formatiert für Windows, Schwarz",123.64,Computer & Zubehör › Datenspeicher › Externe Datenspeicher › Externe Festplatten,B0FLY53XT3,0718037908892,WD
https://m.media-amazon.com/images/I/21g0z4yF+FL.jpg;https://m.media-amazon.com/images/I/21CzriVAW9L.jpg;https://m.media-amazon.com/images/I/215mKFqIeUL.jpg;https://m.media-amazon.com/images/I/21mCE0O78uL.jpg;https://m.media-amazon.com/images/I/318ltM6HvIL.jpg;https://m.media-amazon.com/images/I/41hR-gC74xL.jpg,"WD Elements AE 6 TB Tragbare Externe Festplatte, SuperSpeed USB 3.2 Gen 1/USB 3.0, Plug-and-Play-Erweiterung, Formatiert für Windows, Schwarz",175.99,Computer & Zubehör › Datenspeicher › Externe Datenspeicher › Externe Festplatten,B0FLY2HY4R,0718037908939,WD
https://m.media-amazon.com/images/I/21g0z4yF+FL.jpg;https://m.media-amazon.com/images/I/21CzriVAW9L.jpg;https://m.media-amazon.com/images/I/215mKFqIeUL.jpg;https://m.media-amazon.com/images/I/21mCE0O78uL.jpg;https://m.media-amazon.com/images/I/31cBlxU+iZL.jpg;https://m.media-amazon.com/images/I/41hR-gC74xL.jpg,"WD Elements AE 5 TB Tragbare Externe Festplatte, SuperSpeed USB 3.2 Gen 1/USB 3.0, Plug-and-Play-Erweiterung, Formatiert für Windows, Schwarz",131.99,Computer & Zubehör › Datenspeicher › Externe Datenspeicher › Externe Festplatten,B0FLY4LFB7,0718037908915,WD
https://m.media-amazon.com/images/I/21QBlUjBVxL.jpg;https://m.media-amazon.com/images/I/41Sejd6sWgL.jpg;https://m.media-amazon.com/images/I/51tJudnVmZL.jpg;https://m.media-amazon.com/images/I/41lo8n08NbL.jpg;https://m.media-amazon.com/images/I/412LVevVLtL.jpg;https://m.media-amazon.com/images/I/41mlKlcKitL.jpg;https://m.media-amazon.com/images/I/51Vj6cWWR4L.jpg,"WD Elements Portable externe Festplatte 6 TB (mobiler Speicher, USB 3.0-Schnittstelle, Plug-and-Play, für Windows formatiert) Schwarz",149.99,Computer & Zubehör › Datenspeicher › Externe Datenspeicher › Externe Festplatten,B0D3GW9R4G,0718037904313,WD
https://m.media-amazon.com/images/I/31rTBNIhVSL.jpg;https://m.media-amazon.com/images/I/41NuyjpPksL.jpg;https://m.media-amazon.com/images/I/518DNB9q21L.jpg;https://m.media-amazon.com/images/I/51AzDQ6ZR5L.jpg;https://m.media-amazon.com/images/I/51wdodyAYsL.jpg;https://m.media-amazon.com/images/I/51YfNTrJ6CL.jpg;https://m.media-amazon.com/images/I/41jjAkvR5lL.jpg,"SANDISK Ultra Flair USB 3.0 Flash-Laufwerk 1 TB (Robustes und Elegantes Metallgehäuse, Passwortschutz, 150 MB/s Lesen, USB-A) Schwarz",113.95,Computer & Zubehör › Datenspeicher › Externe Datenspeicher › USB-Sticks,B0FCFQMWW4,0619659217679,SanDisk
https://m.media-amazon.com/images/I/31gMEeZzjnL.jpg;https://m.media-amazon.com/images/I/51GdYrwfVCL.jpg;https://m.media-amazon.com/images/I/41hApMFelvL.jpg;https://m.media-amazon.com/images/I/41CAPeLkG6L.jpg;https://m.media-amazon.com/images/I/41rzN8U5SZL.jpg;https://m.media-amazon.com/images/I/41itOiDPPNL.jpg;https://m.media-amazon.com/images/I/41ZPiGS+kBL.jpg,"Intenso Memory Case Portable Hard Drive 5TB, tragbare externe Festplatte - 2,5 Zoll, 5400 U/min, 8 MB Cache, USB 3.0 schwarz",134.99,Computer & Zubehör › Datenspeicher › Externe Datenspeicher › Externe Festplatten,B08GNB466W,4034303030491,Intenso
https://m.media-amazon.com/images/I/41eTFK7clfL.jpg;https://m.media-amazon.com/images/I/51LP4GO4rCL.jpg;https://m.media-amazon.com/images/I/41TTiEDZpXL.jpg;https://m.media-amazon.com/images/I/51qAiYQqm-L.jpg;https://m.media-amazon.com/images/I/51xKZh8jv3L.jpg;https://m.media-amazon.com/images/I/619tk9ji9XL.jpg,"SANDISK Extreme Portable SSD 1 TB (tragbare NVMe SSD, USB-C, bis zu 1.050 MB/s Lesen/1.000 MB/s Schreiben, fallsicher aus bis zu 3 m, wasser- und staubbeständig) Schwarz",165.80,Computer & Zubehör › Datenspeicher › Externe Datenspeicher › Externe Solid State Drives,B08GTYFC37,0619659212148,SanDisk
https://m.media-amazon.com/images/I/41zwkV8VfPL.jpg;https://m.media-amazon.com/images/I/41NPpZj9Q+L.jpg;https://m.media-amazon.com/images/I/61jls2-TiGL.jpg;https://m.media-amazon.com/images/I/413q1cR6UzL.jpg;https://m.media-amazon.com/images/I/51ZB6KqGINL.jpg;https://m.media-amazon.com/images/I/51X02hFYQDL.jpg;https://m.media-amazon.com/images/I/51rlCPl2S6L.jpg,"SANDISK Extreme Portable SSD 2 TB (tragbare NVMe SSD, USB-C, bis zu 1.050 MB/s Lesen/1.000 MB/s Schreiben, fallsicher aus bis zu 3 m, wasser- und staubbeständig) Schwarz",229.00,Computer & Zubehör › Datenspeicher › Externe Datenspeicher › Externe Solid State Drives,B08HN37XC1,,SanDisk
https://m.media-amazon.com/images/I/41eTFK7clfL.jpg;https://m.media-amazon.com/images/I/51LP4GO4rCL.jpg;https://m.media-amazon.com/images/I/41TTiEDZpXL.jpg;https://m.media-amazon.com/images/I/61b0d1Jh0tL.jpg;https://m.media-amazon.com/images/I/61rlqx-y8gL.jpg;https://m.media-amazon.com/images/I/619tk9ji9XL.jpg,"SANDISK Extreme Portable SSD 4 TB (tragbare NVMe SSD, USB-C, bis zu 1.050 MB/s Lesen/1.000 MB/s Schreiben, fallsicher aus bis zu 3 m, wasser- und staubbeständig) Schwarz",429.00,Computer & Zubehör › Datenspeicher › Externe Datenspeicher › Externe Solid State Drives,B08RX4QKXS,"5715063037041, 0619659184704, 6196591847040, 0619659212629",SanDisk
https://m.media-amazon.com/images/I/41eTFK7clfL.jpg;https://m.media-amazon.com/images/I/51Fvb6rrpYL.jpg;https://m.media-amazon.com/images/I/517OLG481IL.jpg;https://m.media-amazon.com/images/I/411mKbpiMaL.jpg;https://m.media-amazon.com/images/I/51WPiCpz6FL.jpg;https://m.media-amazon.com/images/I/51AHkBjQbQL.jpg;https://m.media-amazon.com/images/I/51212NIQUlL.jpg,"SANDISK Extreme Portable SSD 8 TB (tragbare NVMe SSD, USB-C, bis zu 1.050 MB/s Lesen/1.000 MB/s Schreiben, fallsicher aus bis zu 3 m, Wasser- und staubbeständig) Schwarz",849.00,Computer & Zubehör › Datenspeicher › Externe Datenspeicher › Externe Solid State Drives,B0DLK38TR9,0619659208998,SanDisk
https://m.media-amazon.com/images/I/41NnROBCYGL.jpg;https://m.media-amazon.com/images/I/41MMz0Hc+kL.jpg;https://m.media-amazon.com/images/I/513VsfPhWML.jpg;https://m.media-amazon.com/images/I/51dR5d58cUL.jpg;https://m.media-amazon.com/images/I/51a6RFkOLXL.jpg,"Intenso Externe SSD TX100, 2 TB Portable Solid State Drive, Super Speed USB 3.2 Gen 1x1, bis zu 500 MB/s: Amazon.de: Computer & Zubehör",188.67,Computer & Zubehör › Datenspeicher › Externe Datenspeicher › Externe Solid State Drives,B0CLKPX3BH,4034303033614,Intenso
https://m.media-amazon.com/images/I/31+nOEQXbTL.jpg;https://m.media-amazon.com/images/I/51UYBjnvroL.jpg;https://m.media-amazon.com/images/I/41-qe9VrlKL.jpg;https://m.media-amazon.com/images/I/31+nOEQXbTL.jpg,"Intenso Externe SSD TX800, 1TB Portable Solid State Drive, Super Speed USB 3.2 Gen 2x2 (20 Gbit/s), bis zu 2100 MB/s",117.99,Computer & Zubehör › Datenspeicher › Externe Datenspeicher › Externe Solid State Drives,B0DQWYJPRY,4034303035601,Intenso
https://m.media-amazon.com/images/I/41NnROBCYGL.jpg;https://m.media-amazon.com/images/I/41MMz0Hc+kL.jpg;https://m.media-amazon.com/images/I/513VsfPhWML.jpg;https://m.media-amazon.com/images/I/51dR5d58cUL.jpg;https://m.media-amazon.com/images/I/51a6RFkOLXL.jpg,"Intenso Externe SSD TX100, 1 TB Portable Solid State Drive, Super Speed USB 3.2 Gen 1x1, bis zu 500 MB/s: Amazon.de: Computer & Zubehör",119.00,Computer & Zubehör › Datenspeicher › Externe Datenspeicher › Externe Solid State Drives,B0CM27V653,4034303033584,Intenso
