Image,Title,Sales Rank: Current,Reviews: Rating,Buy Box: Current,Buy Box: Stock,Amazon: Current,Amazon: Stock,New: Current,List Price: Current,Categories: Tree,Website Display Group: Name,ASIN,Product Codes: EAN,Brand,Author,
https://m.media-amazon.com/images/I/41I45ep9WDL.jpg;https://m.media-amazon.com/images/I/41qQwxDfHgL.jpg;https://m.media-amazon.com/images/I/41mkgZ-SJ6L.jpg;https://m.media-amazon.com/images/I/51TT35JBg6L.jpg;https://m.media-amazon.com/images/I/51CvF94uUVL.jpg;https://m.media-amazon.com/images/I/3131G73OtCL.jpg;https://m.media-amazon.com/images/I/51Dx-VoqmqL.jpg;https://m.media-amazon.com/images/I/41vhtX7o1dL.jpg;https://m.media-amazon.com/images/I/615bYOHZ5jL.jpg,"Tefal Ingenio Emotion Kochgeschirr-Set, 13-teilig, Töpfe und Pfannen mit abnehmbaren Griffen, Antihaftbeschichtung, Induktionsgeeignet, Silber/Schwarz",850542,5,197.31 -C0A,,,,197.31 -C0A,199.99 -C0A,"Küche, Haushalt & Wohnen › Küche, Kochen & Backen › Kochen › Töpfe & Pfannen › Sets › Topfsets",Küche & Haushalt,B0FJJ3TL8W,3168430339880,Tefal,,
https://m.media-amazon.com/images/I/510bdOmcYJL.jpg;https://m.media-amazon.com/images/I/41qQwxDfHgL.jpg;https://m.media-amazon.com/images/I/41mkgZ-SJ6L.jpg;https://m.media-amazon.com/images/I/51eDLrNf5oL.jpg;https://m.media-amazon.com/images/I/51TT35JBg6L.jpg;https://m.media-amazon.com/images/I/31x-q4qFglL.jpg;https://m.media-amazon.com/images/I/51WOkMssgbL.jpg;https://m.media-amazon.com/images/I/615bYOHZ5jL.jpg,"Tefal Ingenio Emotion Edelstahl-Kochgeschirr-Set, 11-teilig, Töpfe 16/18/20 cm, Pfannen 22/24/28 cm, 3 Glasdeckel, 2 Abnehmbare Griffe",956339,5,193.62 -C0A,20,,,173.77 -C0A,199.99 -C0A,"Küche, Haushalt & Wohnen › Küche, Kochen & Backen › Kochen › Töpfe & Pfannen › Sets › Topfsets",Küche & Haushalt,B0FKD5HY72,3168430338555,Tefal,,
https://m.media-amazon.com/images/I/31-UpJbJ21L.jpg;https://m.media-amazon.com/images/I/21WcvHNklpL.jpg;https://m.media-amazon.com/images/I/31-cB-GblrL.jpg,"TEFAL Cake Factory Infinity KD850110, automatische Kuchenmaschine, 9 Programme, 1200 W, Rosa",1132356,4.4,289.98 -C0A,6,,,289.98 -C0A,,"Küche, Haushalt & Wohnen › Elektrische Küchengeräte › Spezialgeräte › Kuchenbackautomaten",Küche & Haushalt,B0F54MZ722,3168437249847,Tefal,,
https://m.media-amazon.com/images/I/31mKmKR5OtL.jpg;https://m.media-amazon.com/images/I/41iQnvF3RUL.jpg;https://m.media-amazon.com/images/I/31c4BQe5zDL.jpg,Corsair T3 Rush Gaming-Stuhl mit Stoffbezug (2023) – Vom Rennsport inspiriertes Design – Bezug aus Weichem – Gepolstertes Nackenkissen – Lendenstütze aus Memory-Schaumstoff – Grau und Weiß,1269180,4.3,326.37 -C0A,94,,,330.36 -C0A,329.90 -C0A,"Küche, Haushalt & Wohnen › Möbel › Arbeitszimmer › Stühle & Hocker › Gaming-Stühle",Küche & Haushalt,B0BM4X37FZ,0840006695813,Corsair,,
https://m.media-amazon.com/images/I/31B5BxFUmbL.jpg;https://m.media-amazon.com/images/I/31TLge+tNIL.jpg;https://m.media-amazon.com/images/I/419QP7U0RVL.jpg;https://m.media-amazon.com/images/I/51X7UG3YBtL.jpg;https://m.media-amazon.com/images/I/41wgJBWqLxL.jpg;https://m.media-amazon.com/images/I/51Ua+k-MAEL.jpg;https://m.media-amazon.com/images/I/51QrpsMZ8nL.jpg,Corsair T3 Rush Gaming-Stuhl mit Stoffbezug (2023) – Vom Rennsport inspiriertes Design – Bezug aus Weichem – Gepolstertes Nackenkissen – Lendenstütze aus Memory-Schaumstoff – Schwarz und Holzkohle,1271726,4.3,332.28 -C0A,160,,,336.27 -C0A,329.90 -C0A,"Küche, Haushalt & Wohnen › Möbel › Arbeitszimmer › Stühle & Hocker › Gaming-Stühle",Küche & Haushalt,B0BM4Z8345,0840006695776,Corsair,,
https://m.media-amazon.com/images/I/316D5svgYRL.jpg;https://m.media-amazon.com/images/I/4187AWkMC8L.jpg;https://m.media-amazon.com/images/I/41YW0kx5wnL.jpg,Corsair T3 Rush Gaming-Stuhl mit Stoffbezug (2023) – Vom Rennsport inspiriertes Design – Bezug aus Weichem – Gepolstertes Nackenkissen – Lendenstütze aus Memory-Schaumstoff – Holzkohle,1271726,4.3,329.23 -C0A,266,,,333.22 -C0A,329.90 -C0A,"Küche, Haushalt & Wohnen › Möbel › Arbeitszimmer › Stühle & Hocker › Gaming-Stühle",Küche & Haushalt,B0BM51D4N9,0840006695790,Corsair,,
https://m.media-amazon.com/images/I/41-L6o3iBFL.jpg;https://m.media-amazon.com/images/I/41c0NmA9nCL.jpg;https://m.media-amazon.com/images/I/51Rm2civ0iL.jpg;https://m.media-amazon.com/images/I/5145qPzsRTL.jpg;https://m.media-amazon.com/images/I/31O+VKKfPZL.jpg;https://m.media-amazon.com/images/I/21js-PzPdHL.jpg;https://m.media-amazon.com/images/I/31+dQFMBWVL.jpg;https://m.media-amazon.com/images/I/31Mhn6iugbL.jpg,Tefal Ingenio Emotion Pfannenset | 10-teiliges Kochgeschirr-Set aus Edelstahl | Platzsparend & vielseitig | Ofenfest | Induktionsgeeignet,1311295,3.7,173.83 -C0A,,,,173.83 -C0A,178.00 -C0A,"Küche, Haushalt & Wohnen › Küche, Kochen & Backen › Kochen › Töpfe & Pfannen › Sets › Topf- & Pfannensets",Küche & Haushalt,B0DX2K72XP,3168430338593,Tefal,,
https://m.media-amazon.com/images/I/31+Wqes1zsL.jpg;https://m.media-amazon.com/images/I/41lBSWmXctL.jpg;https://m.media-amazon.com/images/I/41JH4wGqk6L.jpg;https://m.media-amazon.com/images/I/41fvVua++6L.jpg;https://m.media-amazon.com/images/I/41f4J-06gTL.jpg;https://m.media-amazon.com/images/I/310Q3VKZOML.jpg,"T-Fal Specialty Antihaft-Sautépfanne mit Glasdeckel, ofenfest, 100 °C, Kochgeschirr, Tiefe Bratpfanne mit Griff, Bratpfanne, Küche, Töpfe und Pfannen, spülmaschinenfest, schwarz",1317808,4.6,115.69 -C0A,1000,,,115.69 -C0A,,"Küche, Haushalt & Wohnen › Küche, Kochen & Backen › Kochen › Töpfe & Pfannen › Kochtöpfe",Küche & Haushalt,B000EM9PTQ,,Tefal,,
https://m.media-amazon.com/images/I/41v9m4eynTL.jpg;https://m.media-amazon.com/images/I/41vAFu4CuqL.jpg;https://m.media-amazon.com/images/I/41FqF-3lXfL.jpg;https://m.media-amazon.com/images/I/618eXN67zGL.jpg;https://m.media-amazon.com/images/I/514ELKxs3VL.jpg;https://m.media-amazon.com/images/I/51dA56zMwyL.jpg;https://m.media-amazon.com/images/I/51Pdx0yj64L.jpg,"T-fal Ingenio Expertise Antihaft-Kochgeschirr-Set, 10-teilig, Induktion, ofenfest, 500 °C, stapelbares Kochgeschirr, Töpfe und Pfannen, Set, Wohnmobil, Camping, Bratpfannen, spülmaschinenfest,",1861374,4.5,238.89 -C0A,160,,,238.89 -C0A,,"Küche, Haushalt & Wohnen › Küche, Kochen & Backen › Kochen › Töpfe & Pfannen › Sets › Topf- & Pfannensets",Küche & Haushalt,B0CLSHM9R8,0032406069336,Tefal,,
https://m.media-amazon.com/images/I/31CqNk70WkL.jpg;https://m.media-amazon.com/images/I/41uP1oiOoYL.jpg;https://m.media-amazon.com/images/I/41gm+PX6yNL.jpg;https://m.media-amazon.com/images/I/41IA7DnCCQL.jpg;https://m.media-amazon.com/images/I/41sRMwJaRtL.jpg;https://m.media-amazon.com/images/I/51dVSdEuasL.jpg;https://m.media-amazon.com/images/I/51fuZJpPX3L.jpg;https://m.media-amazon.com/images/I/41kdfeXD8qL.jpg;https://m.media-amazon.com/images/I/4152YOe3PkL.jpg,"Tefal Ingenio Easy Cook & Clean – 5-teiliges Kochgeschirr-Set mit abnehmbarem Griff, stapelbar, Antihaftbeschichtung, Thermo-Signal, für Gas-, Elektro- & Glaskeramikherde",2040559,4.5,152.30 -C0A,,,,152.30 -C0A,,"Küche, Haushalt & Wohnen › Küche, Kochen & Backen › Kochen › Töpfe & Pfannen › Sets › Topf- & Pfannensets",Küche & Haushalt,B0BZDML2JT,3168430348288,Tefal,,
https://m.media-amazon.com/images/I/31Shz0gFnrL.jpg;https://m.media-amazon.com/images/I/41LnAKcKwrL.jpg;https://m.media-amazon.com/images/I/310xKVj930L.jpg;https://m.media-amazon.com/images/I/41piyFgx4UL.jpg;https://m.media-amazon.com/images/I/410YFkXz18L.jpg;https://m.media-amazon.com/images/I/31OuSSULhYL.jpg,"Tefal PF210138 BROTBACKER PF2101, Metal, Weiß",2253789,4.2,119.90 -C0A,,,,119.90 -C0A,,"Küche, Haushalt & Wohnen › Elektrische Küchengeräte › Brotbackautomaten",Küche & Haushalt,B01I6H4VBM,3045385783411,Tefal,,
https://m.media-amazon.com/images/I/31rCVtTx2LL.jpg;https://m.media-amazon.com/images/I/41z0VeNinVL.jpg;https://m.media-amazon.com/images/I/51KTiZDpvlL.jpg;https://m.media-amazon.com/images/I/51Th-3wh-YL.jpg;https://m.media-amazon.com/images/I/518Y7J-zDxL.jpg;https://m.media-amazon.com/images/I/51bfo4aAcYL.jpg;https://m.media-amazon.com/images/I/51bLd0Z9WeL.jpg,"T-fal Pro dreilagiges Edelstahl-Kochgeschirr-Set, 3-teilig, induktionskompatibel, ofenfest, schnelle & gleichmäßige Hitze, professionelle Qualität & Haltbarkeit, Töpfe & Pfannen Set, Bratpfannen-Set,",2739147,4.5,239.31 -C0A,115,,,185.90 -C0A,,"Küche, Haushalt & Wohnen › Küche, Kochen & Backen › Kochen › Töpfe & Pfannen › Sets › Topf- & Pfannensets",Küche & Haushalt,B0DB48Q46L,0032406070240,Tefal,,
https://m.media-amazon.com/images/I/41OnMkgRpGL.jpg;https://m.media-amazon.com/images/I/41VW5Ko3msL.jpg;https://m.media-amazon.com/images/I/510mNaBnevL.jpg;https://m.media-amazon.com/images/I/51i1P+4M9aL.jpg;https://m.media-amazon.com/images/I/51Jw7Kb1tiL.jpg;https://m.media-amazon.com/images/I/51gQaIsnopL.jpg;https://m.media-amazon.com/images/I/51GTom28E9L.jpg;https://m.media-amazon.com/images/I/51wuYgGYniL.jpg;https://m.media-amazon.com/images/I/519I+qx0zQL.jpg,"T-fal Essentials Edelstahl-Kochgeschirr-Set, 12-teilig, induktionskompatibel, ofenfest, 350 °C, Kochset mit Kochtöpfen, Suppentopf, Stielkasserolle, Deckel & Werkzeuge, Messmarkierungen",2740016,4.5,288.72 -C0A,57,,,288.72 -C0A,,"Küche, Haushalt & Wohnen › Küche, Kochen & Backen › Kochen › Töpfe & Pfannen › Sets › Topf- & Pfannensets",Küche & Haushalt,B0DD1LRX4N,0032406070660,Tefal,,
https://m.media-amazon.com/images/I/41fbZtybY9L.jpg;https://m.media-amazon.com/images/I/41d4VrDDqxL.jpg;https://m.media-amazon.com/images/I/51J+UZSfSzL.jpg;https://m.media-amazon.com/images/I/51tSIJhMKML.jpg;https://m.media-amazon.com/images/I/51GZBh2vzpL.jpg;https://m.media-amazon.com/images/I/41VhaYNhUrL.jpg;https://m.media-amazon.com/images/I/51PJFH4xjNL.jpg,"T-fal Ingenio Essentials Kochgeschirr-Set mit abnehmbarem/abnehmbarem Griff, 11-teilig, Granit-Titan, antihaftbeschichtet, ofenfest, 500 °C, stapelbar, Töpfe und Pfannen, Bratpfannen,",2859111,4.3,201.63 -C0A,,,,201.63 -C0A,,"Küche, Haushalt & Wohnen › Küche, Kochen & Backen › Kochen › Töpfe & Pfannen › Sets › Topf- & Pfannensets",Küche & Haushalt,B0D9HZVZM3,0032406070820,Tefal,,
https://m.media-amazon.com/images/I/41S5iNwq-rL.jpg;https://m.media-amazon.com/images/I/41eVQdI0SjL.jpg;https://m.media-amazon.com/images/I/51NTbc9Z18L.jpg;https://m.media-amazon.com/images/I/51O6sJGBE4L.jpg;https://m.media-amazon.com/images/I/516NfsdVOuL.jpg;https://m.media-amazon.com/images/I/51u9mTp7YPL.jpg;https://m.media-amazon.com/images/I/51uKnzpxpgL.jpg,"T-fal Signature Antihaft-Kochgeschirr-Set, 12-teilig, ofenfest, 350 °C, Töpfe und Pfannen, spülmaschinenfest, Schwarz",4452401,4.6,266.14 -C0A,,,,266.14 -C0A,,"Küche, Haushalt & Wohnen › Küche, Kochen & Backen › Kochen › Töpfe & Pfannen › Sets › Topf- & Pfannensets",Küche & Haushalt,B07WX6T12K,0032406064003,Tefal,,
https://m.media-amazon.com/images/I/41SMeIg0NaL.jpg;https://m.media-amazon.com/images/I/51U3fke73yL.jpg;https://m.media-amazon.com/images/I/51+BDWKeh1L.jpg;https://m.media-amazon.com/images/I/51aLiLIQWWL.jpg;https://m.media-amazon.com/images/I/41WXLiMlQhL.jpg;https://m.media-amazon.com/images/I/51s8L0HtnML.jpg;https://m.media-amazon.com/images/I/515rGyDkwDL.jpg;https://m.media-amazon.com/images/I/51NnolnDMAL.jpg;https://m.media-amazon.com/images/I/61zPbWMnKbL.jpg,"T-fal Initiatives Antihaft-Kochgeschirr-Set, ofenfest, 100 °C, Töpfe und Pfannen, Backofen, Grill, spülmaschinenfest, Grau, 6-teilig",4670706,4.6,161.58 -C0A,1000,,,161.58 -C0A,,"Küche, Haushalt & Wohnen › Küche, Kochen & Backen › Kochen › Töpfe & Pfannen › Sets › Topf- & Pfannensets",Küche & Haushalt,B0CHN7H2M2,0032406068919,Tefal,,
https://m.media-amazon.com/images/I/31OmJCWN+-L.jpg;https://m.media-amazon.com/images/I/51uVS3Qt4BL.jpg;https://m.media-amazon.com/images/I/51SP5ypLzqL.jpg;https://m.media-amazon.com/images/I/51OxAmlUvgL.jpg;https://m.media-amazon.com/images/I/51G7DW-S+zL.jpg;https://m.media-amazon.com/images/I/51xpV0kSxDL.jpg;https://m.media-amazon.com/images/I/41dn40B3zML.jpg,"T-Fal Refresh Ceramic Antihaft-Bratpfannen-Set, 20,3 cm und 26,7 cm, Mintgrün",,4.7,115.45 -C0A,,,,115.45 -C0A,,"Küche, Haushalt & Wohnen › Küche, Kochen & Backen › Kochen › Töpfe & Pfannen › Brat- & Universalpfannen",Küche & Haushalt,B0FWD8NGQ1,0032406075450,Tefal,,
https://m.media-amazon.com/images/I/41wx5ecmPbL.jpg;https://m.media-amazon.com/images/I/21xJv53J13L.jpg,"T-fal Specialty Doppelkessel, antihaftbeschichtet, 0,9 l, ofenfest, 100 °C, Töpfe und Pfannen, spülmaschinenfest, Silber/Schwarz",,4.6,111.22 -C0A,27,,,111.22 -C0A,,"Küche, Haushalt & Wohnen › Küche, Kochen & Backen › Kochen › Töpfe & Pfannen › Brat- & Universalpfannen",Küche & Haushalt,B0046K5ZS2,0032406047563,Tefal,,
https://m.media-amazon.com/images/I/31UsmEe2s1L.jpg;https://m.media-amazon.com/images/I/31QJpohiLsL.jpg,"Tefal Ingenio L1529402 Küchenbatterie? 10 Teile, außer Induktion, Nicht -STICK, Made in Frankreich Easy Cook n Clean",,4.8,210.09 -C0A,10,,,210.09 -C0A,,"Küche, Haushalt & Wohnen › Küche, Kochen & Backen › Kochen › Töpfe & Pfannen › Kasserollen",Küche & Haushalt,B0BSFZX667,3168430339101,Tefal,,
https://m.media-amazon.com/images/I/41vK1Ui+U5L.jpg;https://m.media-amazon.com/images/I/519cDv1FVTL.jpg;https://m.media-amazon.com/images/I/41MTcXBqW-L.jpg;https://m.media-amazon.com/images/I/518+QoH05TL.jpg;https://m.media-amazon.com/images/I/51fo4IxXXIL.jpg;https://m.media-amazon.com/images/I/51zSEInZbcL.jpg,"Tefal 32406062085 B037SE64 Excite ProGlide Kochgeschirr-Set, antihaftbeschichtet, Thermo-Spot, Hitzeanzeige, spülmaschinenfest, ofenfest, 14-teilig, Aluminium, Blau",,4.7,212.71 -C0A,,,,212.71 -C0A,,"Küche, Haushalt & Wohnen › Küche, Kochen & Backen › Kochen › Töpfe & Pfannen › Sets › Topf- & Pfannensets",Küche & Haushalt,B07HM833FJ,0032406062085,Tefal,,
https://m.media-amazon.com/images/I/41EyWBSkAUL.jpg;https://m.media-amazon.com/images/I/41fsodqFaWL.jpg;https://m.media-amazon.com/images/I/41-0S47ktlL.jpg;https://m.media-amazon.com/images/I/51F60pJoIFL.jpg;https://m.media-amazon.com/images/I/51KqrBPvEWL.jpg;https://m.media-amazon.com/images/I/51fxHNScldL.jpg;https://m.media-amazon.com/images/I/51Lg5P8c+IL.jpg;https://m.media-amazon.com/images/I/514-Sk6c9-L.jpg,"Tefal Healthy Cook On Kochgeschirr-Set, Bratpfanne (24/28 cm), Stielkasserolle mit Deckel (16/18/20 cm), Mineralia Antihaftbeschichtung, Thermo-Signal, umweltfreundlich, E120S544",,4.7,156.60 -C0A,2,,,156.60 -C0A,,"Küche, Haushalt & Wohnen › Küche, Kochen & Backen › Kochen › Töpfe & Pfannen › Sets › Topf- & Pfannensets",Küche & Haushalt,B0DHW29HLM,3168430368323,Tefal,,
https://m.media-amazon.com/images/I/31ET-vDoKHL.jpg;https://m.media-amazon.com/images/I/41uQuhNx3GL.jpg;https://m.media-amazon.com/images/I/31yXDD1wr7L.jpg,Corsair TC100 Entspannter Gaming-Stuhl – Stoff – Racing-inspiriertes Design – Lendenkissen – abnehmbares Nackenkissen aus Memory-Schaum – verstellbare Sitzhöhe – verstellbare Armlehnen – Schwarz,,4.2,233.89 -C0A,490,,,233.89 -C0A,,"Küche, Haushalt & Wohnen › Möbel › Arbeitszimmer › Stühle & Hocker › Gaming-Stühle",Küche & Haushalt,B0BN4LHDYR,0840006694908,Corsair,,
https://m.media-amazon.com/images/I/31ifDLsWPXL.jpg,TEFAL L2008302 Set 5 St�ck INGENIO ESSENTIAL - Alle Kochfelder au�er Induktion - Made in France - Schwarz,,3.5,139.99 -C0A,20,,,139.99 -C0A,,"Küche, Haushalt & Wohnen › Küche, Kochen & Backen › Kochen › Töpfe & Pfannen › Sets › Pfannensets",Küche & Haushalt,B07PVKH63K,3168430274563,Tefal,,
