Image,Title,List Price: Current,TL fiyat,Categories: Tree,Website Display Group: Name,ASIN,Product Codes: EAN,Brand,Title (TR),Categories: Tree (TR)
https://m.media-amazon.com/images/I/81EEknaRvIL.jpg;https://m.media-amazon.com/images/I/71B+mHYTmmL.jpg;https://m.media-amazon.com/images/I/81Wqqax+ydL.jpg;https://m.media-amazon.com/images/I/81XJtT2iPWL.jpg;https://m.media-amazon.com/images/I/918OeG7INLL.jpg;https://m.media-amazon.com/images/I/71CEIIHRVVL.jpg;https://m.media-amazon.com/images/I/81g44cW43eL.jpg;https://m.media-amazon.com/images/I/718Oxo80ENL.jpg;https://m.media-amazon.com/images/I/71BbblCQBLL.jpg,"Razer BlackWidow V4 (Yellow Switch) - Mechanische Gaming-Tastatur mit Razer Chroma RGB (Mechanische Yellow Switches, 6 eigene Makro-Tasten, Doubleshot-ABS-Tastenkappen) QWERTY US-Layout | Schwarz",189.99,10449.45,Games › Plattformen › PC › Zubehör › Gaming-Tastaturen,Computer & Zubehör,B0C6DZ94Q6,8887910072523,Razer,"Razer BlackWidow V4 (Sarı Anahtar) - Razer Chroma RGB'ye sahip mekanik oyun klavyesi (Mekanik Sarı Anahtarlar, 6 özel makro tuş, Doubleshot ABS klavye tuşları) QWERTY ABD düzeni | Siyah",Oyunlar › Platformlar › PC › Aksesuarlar › Oyun klavyeleri
https://m.media-amazon.com/images/I/81gLk7Lz4bL.jpg;https://m.media-amazon.com/images/I/812IqnYJfeL.jpg;https://m.media-amazon.com/images/I/81iyFV8RNHL.jpg;https://m.media-amazon.com/images/I/71MgkVU2IgL.jpg;https://m.media-amazon.com/images/I/81OMNQYTNaL.jpg;https://m.media-amazon.com/images/I/71o8qRlsfUL.jpg;https://m.media-amazon.com/images/I/91kvuWEUtWL.jpg;https://m.media-amazon.com/images/I/71vmKQ4d+xL.jpg;https://m.media-amazon.com/images/I/71zwsrA4QLL.jpg,"Razer BlackWidow V4 Pro 75% - Kabellose Hotswap-Gaming-Tastatur - OLED-Display (Command Dial, Konnektivität 4K Hz & Bluetooth, Snap Tap, magnetische Handballenauflage) QWERTY US-Layout | Schwarz",349.99,19249.45,Games › Plattformen › PC › Zubehör › Gaming-Tastaturen,Computer & Zubehör,B0DBHM352L,8887910073803,Razer,"Razer BlackWidow V4 Pro 75% - Kablosuz Hotswap Oyun Klavyesi - OLED Ekran (Kumanda Kadranı, Bağlantı 4K Hz ve Bluetooth, Snap Tap, Manyetik Bilek Desteği) QWERTY ABD Düzeni | Siyah",Oyunlar › Platformlar › PC › Aksesuarlar › Oyun klavyeleri
https://m.media-amazon.com/images/I/71R0qMymDCL.jpg;https://m.media-amazon.com/images/I/71kBOAR+qTL.jpg;https://m.media-amazon.com/images/I/91D5Kh6kQ9L.jpg;https://m.media-amazon.com/images/I/81uIwdR3fQL.jpg;https://m.media-amazon.com/images/I/81TFxRoN7bL.jpg;https://m.media-amazon.com/images/I/71rJBMa6sQL.jpg;https://m.media-amazon.com/images/I/818DU+MdQFL.jpg;https://m.media-amazon.com/images/I/81+1EwPBX7L.jpg;https://m.media-amazon.com/images/I/71zIA-GurXL.jpg,"Razer BlackWidow V4 X - Fortnite Edition Mechanische Gaming-Tastatur mit RGB (Yellow Switches, 6 eigene Makro-Tasten, Doubleshot-ABS-Tastenkappen) QWERTY US-Layout | Fortnite",149.99,8249.45,Games › Plattformen › PC › Zubehör › Gaming-Tastaturen,Computer & Zubehör,B0D31XQVRS,8887910073025,Razer,Razer BlackWidow V4 Fortnite,Oyunlar › Platformlar › PC › Aksesuarlar › Oyun klavyeleri
https://m.media-amazon.com/images/I/71R0qMymDCL.jpg;https://m.media-amazon.com/images/I/71kBOAR+qTL.jpg;https://m.media-amazon.com/images/I/91D5Kh6kQ9L.jpg;https://m.media-amazon.com/images/I/81uIwdR3fQL.jpg;https://m.media-amazon.com/images/I/81TFxRoN7bL.jpg;https://m.media-amazon.com/images/I/71rJBMa6sQL.jpg;https://m.media-amazon.com/images/I/818DU+MdQFL.jpg;https://m.media-amazon.com/images/I/81+1EwPBX7L.jpg;https://m.media-amazon.com/images/I/71zIA-GurXL.jpg,"Razer BlackWidow V4 X - Fortnite Edition Mechanische Gaming-Tastatur mit RGB (Yellow Switches, 6 eigene Makro-Tasten, Doubleshot-ABS-Tastenkappen) QWERTZ DE-Layout | Fortnite",149.99,8249.45,Games › Plattformen › PC › Zubehör › Gaming-Tastaturen,Computer & Zubehör,B0D37WH5ZP,8887910073414,Razer,Razer BlackWidow V4 Fortnite,Oyunlar › Platformlar › PC › Aksesuarlar › Oyun klavyeleri
https://m.media-amazon.com/images/I/815XJdl7fXL.jpg;https://m.media-amazon.com/images/I/81Kl0y0W0kL.jpg;https://m.media-amazon.com/images/I/91qe7bsBLGL.jpg;https://m.media-amazon.com/images/I/71pVNgfF6PL.jpg;https://m.media-amazon.com/images/I/91Ba0NmdGpL.jpg;https://m.media-amazon.com/images/I/81-jdpatw8L.jpg;https://m.media-amazon.com/images/I/911CVO9t0DL.jpg;https://m.media-amazon.com/images/I/61AMdf3zI8L.jpg;https://m.media-amazon.com/images/I/71AudAfuQpL.jpg,"Razer BlackWidow V4 75% - Mechanische Gaming-Tastatur mit Hot Swap (Kompaktes 75% Layout, Unterbodenbeleuchtung an 2 Seiten, Multifunktionsregler und Medien-Tasten) ISO US-Layout | Schwarz",219.99,12099.45,Games › Plattformen › PC › Zubehör › Gaming-Tastaturen,Computer & Zubehör,B0C6V2DZZC,8886419349563,Razer,"Razer BlackWidow V4 75% - Çalışırken değiştirilebilen mekanik oyun klavyesi (kompakt %75 düzen, 2 tarafta gövde altı aydınlatma, çok işlevli denetleyici ve medya tuşları) ISO ABD düzeni | Siyah",Oyunlar › Platformlar › PC › Aksesuarlar › Oyun klavyeleri
https://m.media-amazon.com/images/I/81EEknaRvIL.jpg;https://m.media-amazon.com/images/I/81EEknaRvIL.jpg;https://m.media-amazon.com/images/I/71B+mHYTmmL.jpg;https://m.media-amazon.com/images/I/81Wqqax+ydL.jpg;https://m.media-amazon.com/images/I/81XJtT2iPWL.jpg;https://m.media-amazon.com/images/I/918OeG7INLL.jpg;https://m.media-amazon.com/images/I/71CEIIHRVVL.jpg;https://m.media-amazon.com/images/I/81g44cW43eL.jpg,"Razer BlackWidow V4 - Mechanische Gaming-Tastatur Chroma RGB (Mechanische Green Switches, 6 eigene Makro-Tasten, Doubleshot-ABS-Tastenkappen) QWERTY US-Layout | Schwarz",189.99,10449.45,Games › Plattformen › PC › Zubehör › Gaming-Tastaturen,Computer & Zubehör,B0C6DWV86F,8887910072356,Razer,"Razer BlackWidow V4 - Mekanik Oyun Klavyesi Chroma RGB (Mekanik Yeşil Anahtarlar, 6 Özel Makro Tuş, Doubleshot ABS Tuş Başlıkları) QWERTY ABD Düzeni | Siyah",Oyunlar › Platformlar › PC › Aksesuarlar › Oyun klavyeleri
https://m.media-amazon.com/images/I/71ohoFWDWYL.jpg;https://m.media-amazon.com/images/I/71DEpMb7FsL.jpg;https://m.media-amazon.com/images/I/81DRVGXgPKL.jpg;https://m.media-amazon.com/images/I/71fzsnVd+UL.jpg;https://m.media-amazon.com/images/I/718QPOiL+1L.jpg;https://m.media-amazon.com/images/I/71F39LkW-eL.jpg;https://m.media-amazon.com/images/I/71ld2RfXmvL.jpg;https://m.media-amazon.com/images/I/71nRkQ1P7ML.jpg;https://m.media-amazon.com/images/I/61wKUgndKiL.jpg,"Razer DeathAdder V3 Pro - Leichte kabellose Ergonomische Esports-Maus (63g Leichtes Design, Focus Pro 30K Optischer Sensor, Mausschalter Gen-3, HyperSpeed Wireless) Schwarz",159.99,8799.45,Games › Plattformen › PC › Zubehör › Gaming-Mäuse,Computer & Zubehör,B09ZLV2531,8886419334057,Razer,"Razer DeathAdder V3 Pro - Hafif Kablosuz Ergonomik Espor Faresi (63g Hafif Tasarım, Focus Pro 30K Optik Sensör, Fare Anahtarı Gen-3, HyperSpeed ​​​​Kablosuz) Siyah",Oyunlar › Platformlar › PC › Aksesuarlar › Oyun fareleri
https://m.media-amazon.com/images/I/71j6PDIwegL.jpg;https://m.media-amazon.com/images/I/810SNpDq3tL.jpg;https://m.media-amazon.com/images/I/81zd-WshlyL.jpg;https://m.media-amazon.com/images/I/71DaB+LYu4L.jpg;https://m.media-amazon.com/images/I/71J5hVy4HrL.jpg;https://m.media-amazon.com/images/I/61f9HUNejDL.jpg;https://m.media-amazon.com/images/I/71ZmjcJYGYL.jpg;https://m.media-amazon.com/images/I/61RCPv5Aw8L.jpg;https://m.media-amazon.com/images/I/71w+Ie80PHL.jpg,"Razer DeathAdder V4 Pro - Ultraleichte kabellose ergonomische E-Sport Maus - 56g leicht - 2,4 GHZ Hyperspeed - Focus Pro 45K Optical Sensor - bis zu 8K Hz Polling - Mouse Switches Gen-4 | Schwarz",179.99,9899.45,"Computer & Zubehör › Mäuse, Tastaturen & Eingabegeräte › Mäuse",Computer & Zubehör,B0F2TFMWBZ,8886419334743,Razer,"Razer DeathAdder V4 Pro - Ultra hafif kablosuz ergonomik e-spor faresi - 56g hafif - 2,4 GHZ Hiperhız - Focus Pro 45K Optik Sensör - 8K Hz'ye kadar oylama - Fare Anahtarları Gen-4 | Siyah","Bilgisayarlar ve Aksesuarlar › Fareler, Klavyeler ve Giriş Cihazları › Fareler"
https://m.media-amazon.com/images/I/61puImkKkfL.jpg;https://m.media-amazon.com/images/I/810SNpDq3tL.jpg;https://m.media-amazon.com/images/I/81zd-WshlyL.jpg;https://m.media-amazon.com/images/I/71xUWCsXKfL.jpg;https://m.media-amazon.com/images/I/71L2ufzqQ+L.jpg;https://m.media-amazon.com/images/I/61TdkYxK+YL.jpg;https://m.media-amazon.com/images/I/71ZmjcJYGYL.jpg;https://m.media-amazon.com/images/I/61iJOpmkRhL.jpg;https://m.media-amazon.com/images/I/717UAp55ZrL.jpg,"Razer DeathAdder V4 Pro - Ultraleichte kabellose ergonomische E-Sport Maus - 57g leicht - 2,4 GHZ Hyperspeed - Focus Pro 45K Optical Sensor - bis zu 8K Hz Polling - Mouse Switches Gen-4 | Weiß",179.99,9899.45,"Computer & Zubehör › Mäuse, Tastaturen & Eingabegeräte › Mäuse",Computer & Zubehör,B0F2TGLH84,8886419334903,Razer,"Razer DeathAdder V4 Pro - Ultra hafif kablosuz ergonomik e-spor faresi - 57g hafif - 2,4 GHZ Hiperhız - Focus Pro 45K Optik Sensör - 8K Hz'ye kadar oylama - Fare Anahtarları Gen-4 | Beyaz","Bilgisayarlar ve Aksesuarlar › Fareler, Klavyeler ve Giriş Cihazları › Fareler"
https://m.media-amazon.com/images/I/61P+sPNpFFL.jpg;https://m.media-amazon.com/images/I/71DEpMb7FsL.jpg;https://m.media-amazon.com/images/I/81DRVGXgPKL.jpg;https://m.media-amazon.com/images/I/71CV4kx74EL.jpg;https://m.media-amazon.com/images/I/71KePycavDL.jpg;https://m.media-amazon.com/images/I/71+nFmR6yJL.jpg;https://m.media-amazon.com/images/I/718gdT-dW8L.jpg;https://m.media-amazon.com/images/I/71qnO8iKVCL.jpg;https://m.media-amazon.com/images/I/61Bcs35KEGL.jpg,"Razer DeathAdder V3 Pro - Leichte kabellose Ergonomische Esports-Maus (64g Leichtes Design, Focus Pro 30K Optischer Sensor, Mausschalter Gen-3, HyperSpeed Wireless) Weiß",159.99,8799.45,Games › Plattformen › PC › Zubehör › Gaming-Mäuse,Computer & Zubehör,B09ZLWH31W,8886419334163,Razer,"Razer DeathAdder V3 Pro - Hafif Kablosuz Ergonomik Espor Faresi (64g Hafif Tasarım, Focus Pro 30K Optik Sensör, Fare Anahtarı Gen-3, HyperSpeed ​​Kablosuz) Beyaz",Oyunlar › Platformlar › PC › Aksesuarlar › Oyun fareleri
